shapeid,x,y,address
160,-73.8641376801,40.6819442174,95-12 Drew Street
161,-73.9174000341,40.7778092015,133 23rd Avenue
162,-73.8295284234,40.7111239335,105 82nd Road
163,-73.8661103317,40.6829826423,319 Eldert Lane
164,-73.918729067,40.7782563272,102 23rd Avenue
165,-73.7407369023,40.5983113796,611 Jarvis Avenue
166,-73.75131182,40.776840502,202 Beverly Road
167,-73.829453191,40.7102359956,115 82nd Drive
168,-73.8368738104,40.7144875757,320 Burns Street
169,-73.9270080777,40.6400528918,5201 Foster Avenue
170,-73.7461524426,40.7745749483,340 Ridge Road
171,-73.8295304521,40.7901216778,41 141st Street
172,-73.7461736812,40.7718194249,22 38th Drive
173,-73.8405793824,40.7172242457,152 Burns Street
174,-73.7465585716,40.7754917897,342 Arleigh Road
175,-73.7504719353,40.7794233308,319 Richmond Road
176,-73.9048638698,40.7022547294,5727 Putnam Avenue
177,-73.7524121374,40.7727620483,22 West Drive
178,-73.8423034867,40.7177689055,16 Holder Place
179,-73.7477806199,40.7718043398,122 Prospect Avenue
180,-73.7483279671,40.7738571784,240 Ridge Road
181,-73.8281302483,40.790832946,30 North Drive
182,-73.9044299215,40.702682374,5803 Putnam Avenue
183,-73.8444609936,40.7173566043,61 Greenway Terrace
184,-73.8300184311,40.580894059,8 Curtis Court
185,-73.8604243458,40.8468145256,168 Delancey Place
186,-73.920369803,40.8803552075,2570 Independence Avenue
187,-73.86369005,40.6801421162,97-30 Drew Street
188,-73.9666556254,40.5773732185,62 Brighton 1st Terrace
189,-73.8475468352,40.8130926656,72 Howe Avenue
190,-73.8304540956,40.7114718138,113 82nd Avenue
191,-73.829374731,40.7112715001,103 82nd Road
192,-73.8383868035,40.7157418855,256 Burns Street
193,-73.7365946061,40.66366534,140-26 243rd Street
194,-73.8804598369,40.649258681,155 Elmira Loop
195,-73.8428616002,40.7128058173,32 Ingram Street
196,-73.8397347163,40.716711237,186 Burns Street
197,-73.8414774605,40.7134690176,48 Summer Street
198,-73.8288338618,40.7908345037,33 North Drive
199,-73.7510609425,40.7790399226,302 Richmond Road
200,-73.8469671484,40.7179651588,66 Tennis Place
201,-73.8381970231,40.7151723551,273 Burns Street
202,-73.7495877919,40.7785662508,330 Warwick Avenue
203,-73.8137613595,40.6913741954,1260 133rd Street
204,-73.7420945379,40.7380452767,78-29 Cloverdale Boulevard
205,-73.8471226956,40.719526575,1 Tennis Place
206,-73.7491238209,40.7765499748,260 Manor Road
207,-73.8604982346,40.8469482236,166 Delancey Place
208,-73.8793561505,40.6817366013,3135 Arlington Avenue
209,-73.8424283223,40.7157889281,81 Ascan Avenue
210,-73.8464791335,40.7156649755,64 Groton Street
211,-73.8270944647,40.7954293988,112 Malba Drive
212,-73.8004275127,40.7825916355,163-45 Willets Point Boulevard
213,-73.8476104822,40.7179159624,82 Tennis Place
214,-73.9105233181,40.713923821,21-42 54th Place
215,-73.8448276025,40.718326653,11 Greenway Terrace
216,-73.9613252666,40.5803771604,7 Brighton 7th Lane
217,-73.9585525009,40.5816997001,47 Gray Court
218,-73.8458961309,40.7151033555,93 Groton Street
219,-73.8418218851,40.6946540727,155 88th Avenue
220,-73.7508958157,40.7804304155,318 Kenmore Road
221,-73.7540877812,40.776767217,5 Westmoreland Place
222,-73.9076921701,40.6994622826,5551 Putnam Avenue
223,-73.7539290918,40.7754347532,202 Shore Road
224,-73.8289774855,40.7913806014,32 7th Avenue
225,-73.7528369546,40.7735554101,1 Alston Place
226,-73.8304648521,40.7900690677,16 Point Crescent
227,-73.7410569152,40.7534293464,63-79 Douglaston Parkway
228,-73.8387284836,40.7160153337,226 Burns Street
229,-73.7510735824,40.7797144367,310 Knollwood Avenue
230,-73.7491304138,40.7772292836,300 Beverly Road
231,-73.925229317,40.6379395183,13 Preston Court
232,-73.9245199778,40.6379227744,30 Preston Court
233,-73.8476314101,40.8134575821,67 Howe Avenue
234,-73.7387333621,40.7536221346,63-43 Douglaston Parkway
235,-73.8290305563,40.7901043433,42 141st Street
236,-73.8451428432,40.7179973699,7 Archway Place
237,-73.9244101667,40.6382830485,33 Preston Court
238,-73.9628848344,40.6346862491,32 Newkirk Plaza
239,-73.9730601717,40.5939717146,108 Village Road South
240,-73.8130373527,40.5900746149,355 Dormans Court
241,-73.810341537,40.7589205581,273 Cherry Avenue
242,-73.7521833408,40.780828671,7 Kenmore Road
243,-73.85767339,40.810432612,1501 Underhill Avenue
244,-73.906303211,40.7085041437,578 Grandview Avenue
245,-73.8308987016,40.7125423649,112 81st Avenue
246,-73.7483467405,40.769954414,15 40th Avenue
247,-73.841378723,40.7143788823,11 Summer Street
248,-73.7505681857,40.780109194,327 Knollwood Avenue
249,-73.7773433195,40.7165982619,186-22 Chelsea Street
250,-73.8483166334,40.7159959073,17 Groton Street
251,-73.9163627158,40.7770475247,161 23rd Avenue
252,-73.8403821639,40.7154833649,72 Greenway North
253,-73.907024885,40.6437930026,18 Rose Street
254,-73.857634276,40.8102670797,1503 Underhill Avenue
255,-73.8319422639,40.6948218733,32-10 91st Avenue
256,-73.7496891007,40.776055087,237 Hollywood Avenue
257,-73.8298518238,40.789863957,22 Point Crescent
258,-73.8402271856,40.7127687993,51 Shorthill Road
259,-73.8456079421,40.7153290875,94 Groton Street
260,-73.8381960898,40.7118830062,234 Greenway North
261,-73.8841330194,40.704054965,2785 Central Avenue
262,-73.7461624347,40.7763098965,370 Hollywood Avenue
263,-73.9583423004,40.5819259309,49 Holt Court
264,-73.7387405532,40.6002939054,337 Meehan Avenue
265,-73.7506585582,40.7807950064,321 Kenmore Road
266,-73.7417491374,40.5980534103,641 Jarvis Avenue
267,-73.8403115479,40.8826431649,1 Cardinal Spellman Place
268,-73.7472681722,40.774351704,307 Ridge Road
269,-73.747070419,40.7761677042,336 Hollywood Avenue
270,-73.7504507066,40.7791337849,320 Richmond Road
271,-73.9629252169,40.6349813548,40 Newkirk Plaza
272,-73.7293378632,40.6635960371,250-11 Hook Creek Boulevard
273,-73.8620180741,40.677138042,106-24 Ruby Street
274,-73.8660324552,40.6826400471,335 Eldert Lane
275,-73.8412395796,40.6948231876,176 88th Avenue
276,-73.8990717214,40.7204219049,45 59th Avenue
277,-73.7523801939,40.7764597332,600 West Drive
278,-73.9613728642,40.5804807384,17 Brighton 7th Lane
279,-73.8415405244,40.6947269733,165 88th Avenue
280,-73.9194231925,40.5606518728,109 Rockaway Point Boulevard
281,-73.7399084834,40.7535220372,63-61 Douglaston Parkway
282,-73.7495442623,40.7789021308,335 Warwick Avenue
283,-73.9061631181,40.7086879129,578 Grandview Avenue
284,-73.8310349473,40.7111095262,119 82nd Avenue
285,-73.8301534843,40.70494804,310 Brevoort Street
286,-73.9028682061,40.8765385831,3001 Albany Crescent
287,-73.9024747207,40.895168599,3 Indian Road
288,-73.8575239279,40.8098762141,1509 Underhill Avenue
289,-73.8638243245,40.6807296579,97-12 Drew Street
290,-73.8406900187,40.6950819317,191 88th Avenue
291,-73.8426447613,40.710324146,254 75th Road
292,-73.7795306793,40.7358868446,192-45 71st Crescent
293,-73.8312836181,40.7113807908,122 82nd Avenue
294,-73.7378668277,40.7699757639,9 Cornell Lane
295,-73.8409138974,40.7158448953,60 Greenway North
296,-73.7282836548,40.6568683141,147-20 Francis Lewis Boulevard
297,-73.825191823,40.7936001626,90 Parsons Boulevard
298,-73.8461134888,40.7188043589,5 Dartmouth Street
299,-73.8441388345,40.7183586383,26 Greenway Terrace
300,-73.7497874323,40.7802488481,349 Knollwood Avenue
301,-73.8377670799,40.7137121292,39 Underwood Road
302,-73.8623498263,40.678412155,105-24 Ruby Street
303,-73.8441978516,40.71847848,18 Greenway Terrace
304,-73.8478595441,40.8144294391,55 Howe Avenue
305,-73.8296133059,40.7124631549,20 Kew Gardens Road
306,-73.928033297,40.8127403615,9 Canal Place
307,-73.8492089844,40.8142085345,311 Torry Avenue
308,-73.8404068737,40.7171201503,158 Burns Street
309,-73.7403992284,40.5984509074,603 Jarvis Avenue
310,-73.8295695282,40.7902545414,39 141st Street
311,-73.8426207454,40.7131105718,145 Greenway South
312,-73.8441030233,40.7182917093,30 Greenway Terrace
313,-73.8481286137,40.7159223573,19 Groton Street
314,-73.7471396109,40.6020187137,4 Hurley Court
315,-73.7498903769,40.7788195048,329 Warwick Avenue
316,-73.8266861542,40.7942579653,98 Malba Drive
317,-73.8397112864,40.7119706457,41 Wendover Road
318,-73.7487115396,40.7699798059,9 40th Avenue
319,-73.8557622135,40.8087082361,2 Dune Court
320,-73.9754547331,40.6585807844,2 11th Avenue
321,-73.9732913384,40.7940918609,20 Pomander Walk
322,-73.8399009597,40.715008056,102 Greenway North
323,-73.8422142176,40.6945620362,145 88th Avenue
324,-73.7444527391,40.6579960704,240-12 146th Avenue
325,-73.8448471308,40.718379711,7 Greenway Terrace
326,-73.8391424031,40.7112905982,70 Rockrose Place
327,-73.7403863533,40.7534811161,63-69 Douglaston Parkway
328,-73.7774502763,40.716669348,186-18 Chelsea Street
329,-73.8292106916,40.7910730883,36 141st Street
330,-73.9251874032,40.6379668802,15 Preston Court
331,-73.8411379407,40.7169106111,26 Ascan Avenue
332,-73.847028529,40.7185746455,45 Tennis Place
333,-73.9172946602,40.7777349006,137 23rd Avenue
334,-73.9062237024,40.700605662,5610 Putnam Avenue
335,-73.8477255928,40.813857709,320 Howe Avenue
336,-73.9615091454,40.580919895,26 Brighton 7th Court
337,-73.8128874205,40.7585014692,224 Cherry Avenue
338,-73.7481211392,40.77559413,303 Arleigh Road
339,-73.834583928,40.7084069744,127 Audley Street
340,-73.8295417591,40.7061559224,82-8 Brevoort Street
341,-73.8420034125,40.7156504914,80 Ascan Avenue
342,-73.8570157249,40.8086673404,1624 Underhill Avenue
343,-73.8271163505,40.7920187273,74 Malba Drive
344,-73.8777693165,40.7059926214,1-33 73rd Street
345,-73.8395584479,40.7125021188,21 Wendover Road
346,-73.9364551808,40.7509340627,29-1 41st Avenue
347,-73.7509142572,40.7748183606,140 Arleigh Road
348,-73.8410718552,40.7148878437,48 Seasongood Road
349,-73.8393814034,40.7112533907,82 Rockrose Place
350,-73.7511451843,40.7729952385,101 Forest Road
351,-73.7477605352,40.7774717313,344 Beverly Road
352,-73.8456093432,40.7149858954,101 Groton Street
353,-73.8660213975,40.6825914006,337 Eldert Lane
354,-73.7504221166,40.7749324336,200 Arleigh Road
355,-73.8279949899,40.7908908509,28 North Drive
356,-73.8424801649,40.7149659986,112 Ascan Avenue
357,-73.8136850762,40.7587574474,103 Beech Avenue
358,-73.8308634542,40.653379774,9 Davenport Court
359,-73.8632992149,40.6797432344,469 Drew Street
360,-73.7482593977,40.7766792957,312 Manor Road
361,-73.8250744231,40.7934013299,86 Parsons Boulevard
362,-73.841611459,40.7171467923,25 Ascan Avenue
363,-73.9962889413,40.7317729355,68 Washington Mews
364,-73.8476506232,40.8135359195,312 Howe Avenue
365,-73.8383724455,40.7153177272,265 Burns Street
366,-73.8396248268,40.716635335,190 Burns Street
367,-73.9733957293,40.7939475167,17 Pomander Walk
368,-73.8444901162,40.7187458974,8 Greenway Terrace
369,-73.8768443547,40.7054320066,72-4 73rd Place
370,-73.9057571864,40.7010549355,5624 Putnam Avenue
371,-73.9358142957,40.5837390739,4 Shale Street
372,-73.9636884156,40.5794212772,10 Brighton 4th Place
373,-73.7462110506,40.7725523005,324 38th Road
374,-73.8073944017,40.8222441942,28 Harding Avenue
375,-73.8427508393,40.7100468253,262 75th Road
376,-73.7478988441,40.6003205894,13-32 Grandview Terrace
377,-73.8365676398,40.7142108435,340 Burns Street
378,-73.8293061071,40.7126666547,41 Kew Gardens Road
379,-73.751152504,40.7800325044,311 Knollwood Avenue
380,-73.7511582128,40.774781984,130 Arleigh Road
381,-73.7323036288,40.746986309,242-23 Oak Park Drive
382,-73.8779255098,40.7055529262,2969 Central Avenue
383,-73.7514816924,40.7740363619,118 Park Lane
384,-73.8816150924,40.7043481959,2858 Central Avenue
385,-73.8018888305,40.7714219585,162-12 Bayside Lane
386,-73.8367187617,40.71284757,45 Deepdene Road
387,-73.9174517701,40.7778456799,131 23rd Avenue
388,-73.9170190161,40.7244030861,3- Null
389,-73.8422005531,40.7125337049,56 Ingram Street
390,-73.7477652398,40.7767684629,328 Manor Road
391,-73.8358586783,40.7083384014,136 Audley Street
392,-73.8429016419,40.7150292502,115 Ascan Avenue
393,-73.9279564366,40.8128507726,11 Canal Place
394,-73.8325431699,40.6563861245,16 Bayview Avenue
395,-73.8156361776,40.8402494797,3391-5 Country Club Road
396,-73.7508866787,40.7734275411,30 Ridge Road
397,-73.8130841968,40.7581852206,217 Cherry Avenue
398,-73.9042132979,40.7025516858,5804 Putnam Avenue
399,-73.842747609,40.7127621801,38 Ingram Street
400,-73.7478072308,40.7459099897,68-23 Cloverdale Lane
401,-73.8449666321,40.7146762868,61 Greenway South
402,-73.7377646567,40.7699334186,7 Cornell Lane
403,-73.9659201952,40.580127277,38 Brighton 2nd Place
404,-73.9648167853,40.5797288316,24 Brighton 3rd Lane
405,-73.7460289876,40.7718239604,24 38th Drive
406,-73.7479318282,40.7774386393,336 Beverly Road
407,-73.8384720631,40.7113049819,245 Greenway North
408,-73.8425275275,40.7148664394,116 Ascan Avenue
409,-73.8316088475,40.7116796891,123 81st Avenue
410,-73.8279007349,40.7963136874,1-20 Powells Cove Drive
411,-73.8161849159,40.6075148879,2503 West Road
412,-73.838586379,40.7134126921,166 Greenway North
413,-73.7489590845,40.7775611803,319 Beverly Road
414,-73.7498861437,40.7739092399,211 Ridge Road
415,-73.8450708869,40.718016836,9 Archway Place
416,-73.8422935775,40.7125803507,54 Ingram Street
417,-73.7522039611,40.7780033911,113 Grosvenor Street
418,-73.8457676802,40.7181553777,34 71st Avenue
419,-73.8481799281,40.7162639808,18 Groton Street
420,-73.8782376639,40.705421692,2951 Central Avenue
421,-73.9060652942,40.7007330741,5614 Putnam Avenue
422,-73.9462702354,40.7660634113,40 River Road
423,-73.7402734475,40.5996890187,542 Meehan Avenue
424,-73.797690878,40.70992775,12 Clinton Terrace
425,-73.8071326706,40.8221409372,11 Harding Avenue
426,-73.8671338812,40.6616854375,184 Old Mill Road
427,-73.843093461,40.7170021139,86 Greenway Terrace
428,-73.8659441061,40.6823012614,361 Eldert Lane
429,-73.8851178035,40.7037952909,2759 Central Avenue
430,-73.8293789492,40.8428688039,2996 Merry Avenue
431,-73.7442355165,40.6579736666,240-18 146th Avenue
432,-73.8333175829,40.7102347596,153 Onslow Place
433,-73.7474323094,40.7749718574,311 Park Lane
434,-73.8384310502,40.7157784601,254 Burns Street
435,-73.75380128,40.7793673409,706 Shore Road
436,-73.7513419497,40.7822193226,1120 Shore Road
437,-73.9629437552,40.6350717027,42 Newkirk Plaza
438,-73.8623374669,40.6785060089,105-20 Ruby Street
439,-73.8303915329,40.5804971843,10 Betty Court
440,-73.8292113557,40.7107727349,108 82nd Drive
441,-73.7277221749,40.6594173169,257-2 Hook Creek Boulevard
442,-73.9723527664,40.593909714,94 Village Road South
443,-73.8464110183,40.7863728056,3 Beech Court Circle
444,-73.8413890426,40.7136760635,36 Summer Street
445,-73.8444414994,40.7172026534,65 Greenway Terrace
446,-73.7455108298,40.7701442094,113 Depew Avenue
447,-73.8839775905,40.7040910438,2789 Central Avenue
448,-73.8406748329,40.715717403,62 Greenway North
449,-73.9656730369,40.5796840275,56 Brighton 2nd Path
450,-73.9660542818,40.577273786,46 Brighton 1st Lane
451,-73.9075635936,40.6441316978,2 Rose Street
452,-73.7482030184,40.7776603613,339 Beverly Road
453,-73.7821661404,40.7349957398,188-45 71st Crescent
454,-73.7467219907,40.7762137736,356 Hollywood Avenue
455,-73.7478274899,40.7734736923,259 Forest Road
456,-73.8443807814,40.7126632834,203 Ascan Avenue
457,-73.7318794952,40.7465286793,241-51 Oak Park Drive
458,-73.8354103435,40.7131013406,400 Burns Street
459,-73.8406715192,40.7168782134,35 Borage Place
460,-73.7518263192,40.7715372978,226 Bay Street
461,-73.7487795187,40.771899451,32 Hillcrest Avenue
462,-73.9576845439,40.5817479892,61 Brighton 10th Court
463,-73.9581947489,40.5817376782,51 Holt Court
464,-73.9635843182,40.5795174946,9 Brighton 4th Place
465,-73.8293597434,40.7106913914,110 82nd Drive
466,-73.728906554,40.7692385831,3 Oakley Place
467,-73.9129001181,40.5636475162,754 Liberty Lane
468,-73.7462202172,40.7714310135,321 Cherry Street
469,-73.8367765083,40.7143996279,330 Burns Street
470,-73.8470746811,40.7865619524,12 Beech Court Circle
471,-73.7477247008,40.7459160802,68-21 Cloverdale Lane
472,-73.8003444015,40.7107142784,86-12 164th Street
473,-73.8435276034,40.7149048607,57 Russell Place
474,-73.7456892395,40.7719020271,34 38th Drive
475,-73.8415903768,40.715324768,24 Seasongood Road
476,-73.7879431633,40.7869684291,13-36 Lori Drive
477,-73.8432484363,40.7144690732,133 Ascan Avenue
478,-73.7517907272,40.7793759046,111 Richmond Road
479,-73.8287037102,40.7111050918,102 82nd Drive
480,-73.7485504466,40.7730160426,234 Forest Road
481,-73.8395670154,40.7165954125,192 Burns Street
482,-73.746108161,40.6632376973,231-3 Lansing Avenue
483,-73.8372407807,40.7148091598,304 Burns Street
484,-73.8461081209,40.7151446843,87 Groton Street
485,-73.8435599947,40.7140499514,155 Ascan Avenue
486,-73.7477252371,40.7781846669,366 Grosvenor Street
487,-73.7498971863,40.6032198257,16 Scott A Gadell Place
488,-73.7500370741,40.780214154,343 Knollwood Avenue
489,-73.903669718,40.7075246591,677 Grandview Avenue
490,-73.8300462785,40.5809477332,6 Curtis Court
491,-73.840703969,40.7151049792,83 Greenway North
492,-73.8432566403,40.7171738165,78 Greenway Terrace
493,-73.8477696471,40.7169423603,40 Fleet Street
494,-73.8476774523,40.7165863665,31 Fleet Street
495,-73.7406311002,40.7534617388,63-73 Douglaston Parkway
496,-73.9660171732,40.5796798212,34 Brighton 2nd Place
497,-73.8272607962,40.7934163621,89 Malba Drive
499,-73.8258653333,40.7909130654,15 9th Avenue
500,-73.8633477991,40.679955526,459 Drew Street
501,-73.8398841058,40.7127345847,56 Shorthill Road
502,-73.8565855052,40.8071217876,1015 Cornell Avenue
498,-73.7523027759,40.7724862454,3 Melrose Lane
503,-73.8409014604,40.6950530067,185 88th Avenue
504,-73.841857947,40.7133815788,61 Summer Street
505,-73.7513675857,40.7723652853,24 West Drive
506,-73.8399082393,40.7155874349,36 Beechknoll Road
507,-73.7492030801,40.7758266235,248 Hollywood Avenue
508,-73.7533460606,40.7771719679,18 Beverly Road
509,-73.7511014941,40.7733742467,20 Ridge Road
510,-73.7402411225,40.7534937175,63-67 Douglaston Parkway
511,-73.9750877048,40.6153324616,1229 Dahill Road
512,-73.83670691,40.7119917795,45 Markwood Place
513,-73.7319054578,40.7465506593,241-51 Oak Park Drive
514,-73.740339343,40.5996477348,544 Meehan Avenue
515,-73.8427729553,40.7100097599,264 75th Road
516,-73.8491652341,40.8140069146,307 Torry Avenue
517,-73.8571713061,40.8093590737,1617 Underhill Avenue
518,-73.8362378078,40.7133998041,732 Burns Street
519,-73.7476703491,40.7460037754,68-17 Cloverdale Lane
520,-73.8407228156,40.7169553695,149 Burns Street
