shapeid,x,y,address
246,-73.7509327211,40.7804258216,240-18 27th Avenue
247,-73.8460289341,40.7822794248,18-30 122nd Street
248,-73.9567594143,40.8142030318,521 Dr M L King Jr Boulevard
249,-73.7533535957,40.7754542912,235-15 34th Avenue
250,-73.7521098146,40.7753310575,112 34th Avenue
251,-73.831685622,40.7674936338,32-5 Linden Street
252,-73.8072045016,40.7819466338,18-7 Clintonville Street
253,-73.8296448726,40.7905624782,35 Boulevard
254,-73.7479380774,40.7784255177,367 Grosvenor Road
255,-73.7973381508,40.6872800755,111-20 Liverpool Street
256,-73.8018892152,40.6765471621,118-9 139th Street
257,-74.0054016949,40.6254552756,1201 68th Street
258,-73.8355686539,40.8748755012,3135 New England Thruway
259,-74.0088669963,40.6273215392,1048 68th Street
260,-73.7485613102,40.7787484418,240-62 30th Avenue
261,-73.7485737192,40.7787462506,356 30th Avenue
262,-73.7498770482,40.7750248239,237-16 35th Avenue
263,-73.7994018173,40.7838592409,163-15 Willets Point Boulevard
264,-73.8960231645,40.7245403605,57-32 68th Street
265,-73.7518889445,40.7756727117,236-23 34th Avenue
266,-73.8961180033,40.7249887663,57-20 68th Street
267,-73.7801385499,40.787946983,214-10 Waters Edge Drive
268,-73.7438978011,40.6582367309,240-28 Edgewood Street
269,-73.8195594478,40.8313042429,840 Throgs Neck Expressway Sr
270,-73.8222840989,40.6031506462,46 14th Road
271,-73.811911172,40.7778487,151-11 Willets Point Boulevard
272,-73.7518108851,40.7758245143,131 34th Avenue
273,-73.7485016271,40.7787133775,30-2 Douglas Road
274,-73.8454398284,40.7872306104,11-25 122nd Street
275,-73.7509029777,40.7800967104,240-17 28th Avenue
276,-73.8917070363,40.7249448318,69-80 58th Road
277,-73.9568657915,40.8143290955,525 Dr M L King Jr Boulevard
278,-73.9657162925,40.577373782,32 Brighton 1st Terrace
279,-73.8085018145,40.6869863999,135-15 Hawtree Creek Road
280,-73.7747113586,40.6837530748,119-20 171st Street
281,-73.7495218491,40.7764768522,237-46 33rd Avenue
282,-74.0059737002,40.6258264071,1171 68th Street
283,-73.82052848,40.6044038099,12 12th Road
284,-73.8459405378,40.7784593961,23-1 122nd Street
285,-73.8923353784,40.725961197,69-75 58th Avenue
286,-73.7495932341,40.7757351232,237-36 34th Avenue
287,-73.8429392668,40.8413806538,65 Westchester Square
288,-73.7504876009,40.7784331902,240-10 30th Avenue
289,-73.8212689836,40.6044685324,28 12th Road
290,-74.0004333392,40.6225771757,1423 68th Street
291,-73.9860151161,40.7374748318,126 East 20th Street
292,-73.9224934706,40.6519617898,135 East 58th Street
293,-73.9072912242,40.8452890586,233 East 174th Street
294,-73.8705074968,40.8365396529,1719 East 177th Street
295,-73.7483158388,40.7759721983,240-4 34th Avenue
296,-73.9006025804,40.7066836666,66-50 Prospect Avenue
297,-73.7795396018,40.7880459992,214-26 Waters Edge Drive
298,-73.8652709801,40.7671237174,105-1 25th Avenue
299,-73.8285155874,40.7901188411,141-15 Center Drive
300,-73.7476417288,40.7753761664,240-16 35th Avenue
301,-73.8187130592,40.7171121573,139-1 Grand Central Parkway
302,-73.7518721704,40.7753865488,236-20 34th Avenue
303,-73.7970865094,40.6867706464,111-38 Liverpool Street
304,-73.8463226089,40.7776450894,23-32 122nd Street
305,-73.7379800028,40.7749262734,52 Nassau Road
306,-73.8196717792,40.5982009443,20-16 Demerest Road
307,-73.7782456489,40.6998275669,177-2 109th Avenue
308,-73.8089450786,40.6865918975,135-2 Hawtree Creek Road
309,-73.8142347981,40.7536343663,146-32 46th Avenue
310,-73.8088360525,40.8196138198,4169 East 177th Street
311,-73.7388804034,40.768282778,43-38 Marathon Parkway
312,-73.7474688555,40.7760923746,240-30 34th Avenue
313,-73.7502912732,40.7717685673,236-2 Hillside Avenue
314,-73.7813244533,40.7681429039,34-13 207th Street
315,-73.7796875622,40.7880225743,214-22 Waters Edge Drive
316,-74.0075126813,40.7478999035,154 11th Avenue
317,-73.746924856,40.7769127062,240-54 33rd Avenue
318,-73.898161237,40.726836987,66-14 56th Avenue
319,-73.7495701034,40.7767658192,249 33rd Avenue
320,-73.8207903491,40.6045907219,17 12th Road
321,-73.8165611592,40.6071447679,210 8th Road
322,-73.9857786497,40.7373768152,23 Gramercy Park
323,-73.7503450597,40.7805105302,240-36 27th Avenue
324,-73.8912831209,40.7251442667,69-92 58th Road
325,-73.7612561254,40.6063553725,23-49 Bayswater Avenue
326,-73.8063518535,40.7821849847,18-25 Clintonville Street
327,-73.9971654721,40.6207246287,1563 Ovington Avenue
328,-74.0081074865,40.6271045341,1073 68th Street
329,-73.8457960982,40.7351944778,63-32 112th Street
330,-73.7506943309,40.7769912048,224 32nd Avenue
331,-73.7488764138,40.7768987062,303 33rd Avenue
332,-73.7613719122,40.6984010574,191-27 114th Avenue
333,-73.8458410124,40.7811541074,20-17 122nd Street
334,-73.8019178848,40.6767749723,118-1 139th Street
335,-73.87964036,40.6816803567,3127 Fulton Street
336,-73.7733489863,40.749514288,53-15 205th Street
337,-73.855168341,40.8989592334,675 East 238th Street
338,-73.8239794632,40.7904905567,9-6 Parsons Boulevard
339,-73.8294705031,40.7899902772,43 Boulevard
340,-73.7791181276,40.7009123411,177-2 108th Avenue
341,-73.8365838714,40.663332954,156-11 97th Street
342,-74.0015353671,40.6231836125,1371 68th Street
343,-74.0017688083,40.6232861886,1361 68th Street
344,-74.0085654401,40.6271432896,1060 68th Street
345,-73.8167266905,40.8227571941,485 Throgs Neck Expressway Sr
346,-73.8512568154,40.8301407024,2164 East 177th Street
347,-73.8162592877,40.8273369452,626 Throgs Neck Expressway Sr
348,-73.954815694,40.8119917552,421 Dr M L King Jr Boulevard
349,-73.959408443,40.7036575925,148 Keap Street
350,-73.8437703331,40.8415913715,38 Westchester Square
351,-73.8423328135,40.7596489547,127-2 35th Avenue
352,-73.7675682571,40.6970152871,186-24 114th Avenue
353,-73.7807496346,40.7644569242,36-42 206th Street
354,-73.8406753817,40.5782187237,120-7 Rockaway Beach Boulevard
355,-73.7477937172,40.7749893073,35-19 240th Street
356,-73.7279461014,40.6917576978,116-52 Cross Island Parkway
357,-73.8629236121,40.7188513658,85-19 Fleet Street
358,-73.749482826,40.7778896522,310 Grosvenor Road
359,-73.7470903525,40.7740680244,240-12 37th Road
360,-73.8278909078,40.7900408493,32 Center Drive
361,-73.8171952933,40.5852443656,189 Cross Bay Parkway
362,-73.918859524,40.5605602929,10-15 Bayside Street
363,-73.779505734,40.7622100344,39-26 206th Street
364,-73.8345508678,40.7597115265,37-19 Lawrence Street
365,-73.7481150337,40.7783945377,240-57 31st Avenue
366,-73.771331858,40.7455990698,58-49 205th Street
367,-73.7756277625,40.7155580313,187-11 87th Drive
368,-73.8256785926,40.7929939526,5 Boulevard
369,-73.7499283433,40.7809086743,345 27th Avenue
370,-73.7387943786,40.7753084426,78 Nassau Road
371,-73.9870101667,40.7378908673,110 East 20th Street
372,-73.8349528966,40.7191481851,75-10 113th Place
373,-73.7487268056,40.7773032924,240-20 32nd Avenue
374,-73.7518461736,40.7775698284,31-2 237th Street
375,-73.7503149932,40.7787743337,317 30th Avenue
376,-73.9034159607,40.9019663424,383 West 254th Street
377,-73.749112196,40.7077263056,109-59 Colfax Street
378,-73.7511384738,40.776899966,210 32nd Avenue
379,-73.8296352955,40.7904074474,37 Boulevard
380,-73.8341195002,40.7185565999,75-44 113th Place
381,-73.7649481975,40.7254275568,200-36 Grand Central Parkway
382,-73.9873738531,40.7500481419,1302 Broadway
383,-73.7804807506,40.7639617794,38-2 206th Street
384,-74.0187069417,40.6237913039,7805 Ft Hamilton Parkway
385,-73.7418250013,40.7383031888,229-32 Kingsbury Avenue
386,-73.8314055672,40.7668996528,32-27 Linden Street
387,-73.7827991912,40.7710976434,32-15 207th Street
388,-73.8346753548,40.7601042915,37-1 Lawrence Street
389,-73.8453543452,40.7905881845,7-7 122nd Street
390,-73.9260753892,40.5566212822,47 Utica Walk
391,-73.7469592731,40.7771865601,361 33rd Avenue
392,-73.7514241712,40.7747344432,235-24 35th Avenue
393,-73.7523025442,40.6050407232,16-12 Far Rockaway Boulevard
394,-73.9115413505,40.8198758006,754 Brook Avenue
395,-73.9851056439,40.7381092079,129 East 21st Street
396,-73.9568184848,40.8142751287,523 Dr M L King Jr Boulevard
397,-74.0059540273,40.6254967319,1180 68th Street
398,-73.7393855534,40.7756103498,86 Nassau Road
399,-73.7499066545,40.7750198462,220 35th Avenue
400,-73.7502665799,40.7815562683,240-35 26th Avenue
401,-73.8949658784,40.8699963771,2786 Jerome Avenue
402,-73.9187613927,40.5604260003,10-17 Bayside Street
403,-73.8086741735,40.6866671275,135-10 Hawtree Creek Road
404,-73.7536841213,40.7772463168,235-22 32nd Avenue
405,-73.9865924715,40.7377232343,16 Gramercy Park
406,-73.7470617302,40.7754681624,330 35th Avenue
407,-73.7487214089,40.7724399518,237-23 Hillside Avenue
408,-73.7509994556,40.5953723572,16-64 Seagirt Boulevard
409,-74.0072293974,40.7528030464,234 12th Avenue
410,-73.7508754552,40.7807650687,15 27th Avenue
411,-73.8971994383,40.726107243,66-39 Queens Midtown Expressway Sr N
412,-73.9029483296,40.7255689473,61-34 55th Drive
413,-73.7757188956,40.7515352612,48-48 204th Street
414,-73.7514712542,40.7775988365,31-1 237th Street
415,-73.7690263078,40.7697542933,215-28 Corbett Road
416,-73.8220517713,40.6046996638,45 12th Road
417,-73.7971095797,40.6868185314,111-36 Liverpool Street
418,-73.8579524707,40.8321219179,1966 East 177th Street
419,-73.8213169712,40.8333558319,1000 Throgs Neck Expressway Sr
420,-73.751098716,40.7765063908,203 33rd Avenue
421,-73.8284258287,40.7068209738,153 124th Place
422,-73.7969174344,40.687118513,111-29 Liverpool Street
423,-73.8453723283,40.7903823749,7-13 122nd Street
424,-73.8370045571,40.663252986,156-16 97th Street
425,-73.8252935473,40.7904930805,12 Center Drive
426,-73.839573309,40.716074578,8 Park End Place
427,-73.7718655906,40.7464682186,58-11 205th Street
428,-73.816900536,40.7162024457,141-37 Grand Central Parkway
429,-73.8394839135,40.7161505283,4 Park End Place
430,-73.9261376369,40.5561432863,55 Utica Walk
431,-73.9849921384,40.7584181975,1550 Broadway
432,-73.8447488702,40.7181081411,23 Greenway South
433,-73.751064248,40.7762269526,237-2 33rd Avenue
434,-73.8617372068,40.7191718145,85-51 Fleet Street
435,-73.7499448046,40.7752964436,237-21 35th Avenue
436,-73.9909892099,40.7364361425,27 Union Square
437,-73.7818515877,40.7692033559,33-23 207th Street
438,-73.7534268635,40.7785981024,10 30th Avenue
439,-73.7495677967,40.7785690565,330 30th Avenue
440,-73.9972811341,40.6207953989,1559 Ovington Avenue
441,-74.008839315,40.6275800632,1041 68th Street
442,-73.9388051742,40.576183169,1516 Oriental Boulevard
443,-73.7967913338,40.6868616437,111-39 Liverpool Street
444,-73.9997081756,40.6221172343,1451 68th Street
445,-73.8574329219,40.8998580068,607 East 238th Street
446,-73.8211156175,40.8330557592,922 Throgs Neck Expressway Sr
447,-73.8761330812,40.7174974318,77-35 77th Place
448,-73.830145088,40.7080014994,84-18 124th Place
449,-73.7553850596,40.7243875053,87-14 Hollis Court Boulevard
450,-73.7650008605,40.6977517852,188-37 114th Avenue
451,-73.7664632929,40.7534678489,50-6 Bell Boulevard
452,-73.7745581728,40.7489946065,53-24 204th Street
453,-73.7526634168,40.6046797002,16-24 Far Rockaway Boulevard
454,-73.8058358626,40.7868117805,156-3 15th Avenue
455,-73.845493201,40.7881465237,9-43 122nd Street
456,-73.8106306745,40.7864228069,150-76 Cross Island Parkway
457,-73.8200037256,40.8318267872,864 Throgs Neck Expressway Sr
458,-73.8300537837,40.7909558289,4 Point Crescent
459,-73.7537904883,40.7776263343,7 32nd Avenue
460,-73.7514500645,40.7750617484,129 35th Avenue
461,-73.8152442413,40.7529302778,14420 46th Avenue
462,-73.7501505959,40.7784750441,240-16 30th Avenue
463,-73.781260111,40.7680138598,34-17 207th Street
464,-73.7494195483,40.7753761224,237-35 35th Avenue
465,-73.749683212,40.7757213596,234 34th Avenue
466,-73.9026377579,40.7255479512,61-44 55th Drive
467,-73.821166461,40.6046221368,25 12th Road
468,-73.7503879802,40.5954935244,16-18 Seagirt Boulevard
469,-73.7518767121,40.7779678204,123 Grosvenor Road
470,-73.7785294709,40.7630841706,39-1 207th Street
471,-73.7513996079,40.7757631224,137 34th Avenue
472,-74.0032643623,40.5760907236,40 Tudor Terrace
473,-73.8005522987,40.714330391,165-16 84th Drive
474,-74.0057102871,40.6256725449,1183 68th Street
475,-73.8177005672,40.7162434359,141-11 Grand Central Parkway
476,-73.7385648103,40.7694040973,43-6 250th Street
477,-73.9976920227,40.6207077486,1552 Ovington Avenue
478,-73.9818703068,40.6427812462,110 Story Court
479,-73.7807868584,40.7645650816,36-38 206th Street
480,-73.8421984119,40.840939847,77 Westchester Square
481,-73.8459110424,40.7865673504,13-10 122nd Street
482,-73.816819769,40.8279628141,650 Throgs Neck Expressway Sr
483,-73.7716532111,40.6699042672,142-5 168th Street
484,-73.7502683174,40.7742366139,237-2 36th Avenue
485,-73.7827443798,40.7709902193,32-19 207th Street
486,-73.7519554473,40.7760789031,120 33rd Avenue
487,-73.7736714748,40.7470763312,56-34 204th Street
488,-73.91387039,40.5632547578,204-13 Bayside Drive
489,-73.8631739485,40.7187467609,85-11 Fleet Street
490,-73.7748308848,40.7540768358,47-31 Clearview Expressway
491,-73.7525706107,40.7776944278,104 Grosvenor Road
492,-73.7478881302,40.7763414564,240-19 34th Avenue
493,-73.8110120385,40.5917224953,3 Bayside Dock
494,-73.8356017368,40.7616093863,35-50 Lawrence Street
495,-73.7812269617,40.7679497597,34-21 207th Street
496,-73.8148109203,40.7532586882,146-10 46th Avenue
497,-74.0037575015,40.6339741853,5723 10th Avenue
498,-73.9571163322,40.8146149396,537 Dr M L King Jr Boulevard
499,-73.9592173449,40.703966305,154 Keap Street
500,-73.8075770666,40.8176544467,4228 Throgs Neck Expressway
501,-73.8069352809,40.7820464862,18-15 Clintonville Street
502,-73.7677305411,40.6969969969,186-20 114th Avenue
503,-73.8066831209,40.6861661618,109-43 138th Street
504,-73.806827373,40.7820864219,18-17 Clintonville Street
505,-73.7289275234,40.662941368,141-3 Ocean Avenue
506,-73.7615789983,40.6980768113,191-18 114th Avenue
