"shapeid","x","y","house_num","special_co","streetname"
"0","-73.8623329049","40.6783255848","105-26","A","RUBY STREET"
"1","-73.8622852148","40.6781585021","105-30","A","RUBY STREET"
"2","-73.8403524347","40.7170873061","160","A","BURNS STREET"
"3","-73.8794246412","40.6817230519","3133","A","ARLINGTON AVENUE"
"4","-73.8039683004","40.6675158932","134-034","A","135 AVENUE"
"5","-73.7525557419","40.7724015797","9","A","MELROSE LANE"
"6","-73.9162338178","40.7769883483","165","A","23 AVENUE"
"7","-73.8328475235","40.7095616154","33","A","BEVERLY ROAD"
"8","-73.7461178357","40.7759434368","361","A","ARLEIGH ROAD"
"9","-73.7520307832","40.7779845195","119","A","GROSVENOR STREET"
"10","-73.7295364457","40.6629917827","250-020","A","HOOK CREEK BOULEVARD"
"11","-73.8290804195","40.7108843987","106","A","82 DRIVE"
"12","-73.740906163","40.753437868","63-077","A","DOUGLASTON PARKWAY"
"13","-73.7399646599","40.7535125371","63-063","A","DOUGLASTON PARKWAY"
"14","-73.8883841551","40.566457914","86","A","CHURCH AVENUE"
"15","-73.9165009065","40.7766894706","168","A","23 AVENUE"
"16","-73.8798790097","40.7047849809","2910","A","CENTRAL AVENUE"
"17","-73.7509786898","40.6704057599","223-011","A","CARSON STREET"
"18","-73.7300612791","40.6648551671","248-004","A","HOOK CREEK BOULEVARD"
"19","-73.8299712455","40.7103061037","118","A","82 DRIVE"
"20","-73.8312027018","40.7119461458","119","A","81 AVENUE"
"21","-73.8294875983","40.7115910615","104","A","82 ROAD"
"22","-73.8296375352","40.7105044978","114","A","82 DRIVE"
"23","-73.7296211765","40.6634179505","250-002","A","HOOK CREEK BOULEVARD"
"24","-73.8316272785","40.7107856585","125","A","82 AVENUE"
"25","-73.8338486749","40.7088942444","118","A","AUDLEY STREET"
"26","-73.8296574706","40.7115026614","106","A","82 ROAD"
"27","-73.8305427624","40.7123644592","111","A","81 AVENUE"
"28","-73.748276934","40.6611353155","231-013","A","145 AVENUE"
"29","-73.8411697218","40.6949994528","177","A","88 AVENUE"
"30","-73.8428290627","40.7152070135","103","A","ASCAN AVENUE"
"31","-73.8410113402","40.7144479592","59","A","SEASONGOOD ROAD"
"32","-73.8484533647","40.7187501472","82","A","DARTMOUTH STREET"
"33","-73.8395523656","40.7140516571","139","A","GREENWAY NORTH"
"34","-73.7282809446","40.6569270256","147-016","A","FRANCIS LEWIS BOULEVARD"
"35","-73.8330948418","40.7083464883","119-024","A","83 AVENUE"
"36","-73.7531203638","40.7782273928","17","A","GROSVENOR STREET"
"37","-73.8116829737","40.7593157812","163","A","BEECH AVENUE"
"38","-73.8358473012","40.7134992009","382","A","BURNS STREET"
"39","-73.7465376635","40.7776460753","378","A","BEVERLY ROAD"
"40","-73.7478621871","40.7700005886","23","A","40 AVENUE"
"41","-73.8394876985","40.7146231748","114","A","GREENWAY NORTH"
"42","-73.8272329821","40.79582543","114","A","MALBA DRIVE"
"43","-73.8444949591","40.7169223148","77","A","GREENWAY TERRACE"
"44","-73.8377446918","40.7147883208","291","A","BURNS STREET"
"45","-73.7488727311","40.7768992323","303","A","MANOR ROAD"
"46","-73.7503224708","40.773194752","123","A","FOREST ROAD"
"47","-73.8394619086","40.7165228321","196","A","BURNS STREET"
"48","-73.7518636674","40.7756760899","121","A","HOLLYWOOD AVENUE"
"49","-73.8418027219","40.7168443176","39","A","ASCAN AVENUE"
"50","-73.7534960947","40.776767721","19","A","WESTMORELAND PLACE"
"51","-73.8366069227","40.7142463495","338","A","BURNS STREET"
"52","-73.8426224024","40.7154789977","85","A","ASCAN AVENUE"
"53","-73.8427080522","40.7123620967","45","A","INGRAM STREET"
"54","-73.9156656287","40.7761660709","190","A","23 AVENUE"
"55","-73.8406862891","40.7141363951","81","A","75 ROAD"
"56","-73.7497124387","40.7708078048","6","A","CHERRY STREET"
"57","-73.8434362674","40.7142393686","149","A","ASCAN AVENUE"
"58","-73.7502328663","40.77424327","200","A","PARK LANE"
"59","-73.812489492","40.7593691208","132","A","BEECH AVENUE"
"60","-73.8431273813","40.7138573592","160","A","ASCAN AVENUE"
"61","-73.8367111833","40.7138233473","712","A","BURNS STREET"
"62","-73.7996874857","40.5920968087","3-056","A","BEACH CHANNEL DRIVE"
"63","-73.845703994","40.7182371577","30","A","71 AVENUE"
"64","-73.8471165821","40.7160662521","114","A","71 AVENUE"
"65","-73.751930523","40.7760832691","120","A","MANOR ROAD"
"66","-73.7475160967","40.7756980688","321","A","ARLEIGH ROAD"
"67","-73.7921004891","40.752870631","188-006","A","HOLLIS COURT BOULEVARD"
"68","-73.9049832386","40.7021373552","5723","A","PUTNAM AVENUE"
"69","-73.7584938536","40.5962303369","25-001","A","HIGHLAND COURT"
"70","-73.8360467932","40.712817274","60","A","DEEPDENE ROAD"
"71","-73.8769628841","40.7054828199","2994","A","CENTRAL AVENUE"
"72","-73.7398727348","40.7537586798","62-047","A","DOUGLASTON PARKWAY"
"73","-73.8909788349","40.7024181299","2595","A","CENTRAL AVENUE"
"74","-73.9164484043","40.7766524352","170","A","23 AVENUE"
"75","-73.8471605479","40.7175290696","50","A","EXETER STREET"
"76","-73.84315514","40.7099677759","267","A","75 ROAD"
"77","-73.8408977347","40.7173505506","150","A","BURNS STREET"
"78","-73.8424984361","40.7149127478","114","A","ASCAN AVENUE"
"79","-73.847803546","40.7178319026","100","A","TENNIS PLACE"
"80","-73.7469658714","40.7705455878","88","A","240 STREET"
"81","-73.7975750515","40.7099695459","14","A","CLINTON TERRACE"
"82","-73.8441737463","40.7189358886","25","A","BURNS STREET"
"83","-73.8442561228","40.7142917654","84","A","GREENWAY SOUTH"
"84","-73.8404089622","40.7124869642","65","A","SHORTHILL ROAD"
"85","-73.8916555789","40.5674707359","242","A","ROXBURY AVENUE"
"86","-73.746560244","40.7678961457","8","A","240 STREET"
"87","-73.8430502391","40.7102291685","259","A","75 ROAD"
"88","-73.8444524218","40.7174057839","53","A","GREENWAY TERRACE"
"89","-73.7800956388","40.7173687019","185-002","A","CHELSEA STREET"
"90","-73.751303878","40.7779563542","203","A","GROSVENOR STREET"
"91","-73.8431852377","40.7129660972","20","A","INGRAM STREET"
"92","-73.8370828112","40.7141894328","315","A","BURNS STREET"
"93","-73.7490959192","40.7723388734","211","A","38 ROAD"
"94","-73.8129013026","40.750149056","2-008","A","SMART STREET"
"95","-73.8337304449","40.7178925458","113-003","A","76 ROAD"
"96","-73.9061887397","40.7086159908","578","A","GRANDVIEW AVENUE"
"97","-73.8423034768","40.7151464259","98","A","ASCAN AVENUE"
"98","-73.7407722754","40.7534494845","63-075","A","DOUGLASTON PARKWAY"
"99","-73.913326578","40.563392963","718","A","LIBERTY LANE"
"100","-73.8413547538","40.7122652262","144","A","75 ROAD"
"101","-73.7505201122","40.7756023722","206","A","HOLLYWOOD AVENUE"
"102","-73.8392203774","40.7122475872","24","A","WENDOVER ROAD"
"103","-73.8906210037","40.702485619","2601","A","CENTRAL AVENUE"
"104","-73.8433489967","40.7185695665","69","A","BURNS STREET"
"105","-73.7387993653","40.7536164039","63-045","A","DOUGLASTON PARKWAY"
"106","-73.8280886367","40.7903327596","31","A","9 AVENUE"
"107","-73.8131105992","40.5900654561","355","A","DORMANS COURT"
"108","-73.7539515276","40.7785087208","604","A","SHORE ROAD"
"109","-73.8473985699","40.7164439474","105","A","71 AVENUE"
"110","-73.7480308368","40.7712307524","27","A","CHERRY STREET"
"111","-73.8391938464","40.716337725","206","A","BURNS STREET"
"112","-73.8401242567","40.7169496305","168","A","BURNS STREET"
"113","-73.7453946861","40.7750698499","359","A","RIDGE ROAD"
"114","-73.7392512378","40.7535772658","63-051","A","DOUGLASTON PARKWAY"
"115","-73.8284779476","40.7910289666","29","A","NORTH DRIVE"
"116","-73.8381260561","40.7144346056","112","A","BEECHKNOLL ROAD"
"117","-73.7523126399","40.7798225334","24","A","KNOLLWOOD AVENUE"
"118","-73.8435550289","40.7132453045","184","A","ASCAN AVENUE"
"119","-73.7401617683","40.5997517273","538","A","MEEHAN AVENUE"
"120","-73.788013492","40.7869966641","13-034","A","LORI DRIVE"
"121","-73.9959318917","40.7316225789","60","A","WASHINGTON MEWS"
"122","-73.9250404338","40.6379792552","19","A","PRESTON COURT"
"123","-73.9623884413","40.6592153381","150","A","OCEAN AVENUE"
"124","-73.9072445059","40.6589121079","210","A","THATFORD AVENUE"
"125","-73.9875742002","40.5826795629","143","A","BAY 53 STREET"
"126","-73.9874912323","40.5827238463","141","A","BAY 53 STREET"
"127","-73.8636650549","40.680032929","97-34","A","DREW STREET"
"128","-73.8563661397","40.8074616032","1027","A","G STREET"
"129","-73.8482256737","40.8143348005","327","A","HOWE AVENUE"
"130","-73.8570020071","40.8086083298","1625","A","UNDERHILL AVENUE"
"131","-73.8576848311","40.8104939384","1500","A","UNDERHILL AVENUE"
"132","-74.0062638886","40.5743609458","4034","A","BEACH 40 STREET"
"133","-73.9691032034","40.5833571236","3080","A","SHORE PARKWAY SR SOUTH"
"134","-73.8640645872","40.6817095801","95-20","A","DREW STREET"
"135","-73.8655191606","40.6818946029","7312","A","95 AVENUE"
"136","-73.879755539","40.6816574226","3123","A","ARLINGTON AVENUE"
"137","-73.9067494973","40.658785977","189","A","THATFORD AVENUE"
"138","-73.9628722392","40.6346228097","29","A","NEWKIRK PLAZA"
"139","-73.9611565939","40.5804106829","6","A","BRIGHTON 7 LANE"
"140","-73.9588756638","40.5816666095","41","A","FAY COURT"
"141","-73.9650180924","40.5801711627","44","A","BRIGHTON 3 COURT"
"142","-73.9632133578","40.580681471","42","A","BRIGHTON 5 COURT"
"143","-73.8576557103","40.8103595425","1502","A","UNDERHILL AVENUE"
"144","-73.816348443","40.8403327115","3391-02","A","COUNTRY CLUB ROAD"
"145","-73.8876767845","40.7029206179","2680","A","CENTRAL AVENUE"
"146","-73.8477272123","40.8138651396","62","A","HOWE AVENUE"
"147","-73.8478149533","40.8142428203","57","A","HOWE AVENUE"
"148","-73.8575911326","40.8075003694","905","A","BRONX RIVER AVENUE"
"149","-73.8439829586","40.8359538251","133","A","KINNEAR PLACE"
"150","-73.8481769348","40.814137148","323","A","HOWE AVENUE"
"151","-73.8207279963","40.6926995981","4842","A","97 AVENUE"
"152","-73.7894441332","40.7523725307","190-017","A","HOLLIS COURT BOULEVARD"
"153","-73.7471637376","40.7460854887","68-001","A","CLOVERDALE LANE"
"154","-73.8874218622","40.703242105","2693","A","CENTRAL AVENUE"
"155","-73.8478112017","40.716625211","35","A","FLEET STREET"
"156","-73.8003162666","40.7106684918","86-014","A","164 STREET"
"157","-73.7479413392","40.7767261708","324","A","MANOR ROAD"
"158","-73.8295043531","40.7062326229","82-004","A","BREVOORT STREET"
"159","-73.8420143154","40.7128322078","159","A","GREENWAY SOUTH"
"160","-73.8641376801","40.6819442174","95-12","A","DREW STREET"
"161","-73.9174000341","40.7778092015","133","A","23 AVENUE"
"162","-73.8295284234","40.7111239335","105","A","82 ROAD"
"163","-73.8661103317","40.6829826423","319","A","ELDERT LANE"
"164","-73.918729067","40.7782563272","102","A","23 AVENUE"
"165","-73.7407369023","40.5983113796","611","A","JARVIS AVENUE"
"166","-73.75131182","40.776840502","202","A","BEVERLY ROAD"
"167","-73.829453191","40.7102359956","115","A","82 DRIVE"
"168","-73.8368738104","40.7144875757","320","A","BURNS STREET"
"169","-73.9270080777","40.6400528918","5201","A","FOSTER AVENUE"
"170","-73.7461524426","40.7745749483","340","A","RIDGE ROAD"
"171","-73.8295304521","40.7901216778","41","A","141 STREET"
"172","-73.7461736812","40.7718194249","22","A","38 DRIVE"
"173","-73.8405793824","40.7172242457","152","A","BURNS STREET"
"174","-73.7465585716","40.7754917897","342","A","ARLEIGH ROAD"
"175","-73.7504719353","40.7794233308","319","A","RICHMOND ROAD"
"176","-73.9048638698","40.7022547294","5727","A","PUTNAM AVENUE"
"177","-73.7524121374","40.7727620483","22","A","WEST DRIVE"
"178","-73.8423034867","40.7177689055","16","A","HOLDER PLACE"
"179","-73.7477806199","40.7718043398","122","A","PROSPECT AVENUE"
"180","-73.7483279671","40.7738571784","240","A","RIDGE ROAD"
"181","-73.8281302483","40.790832946","30","A","NORTH DRIVE"
"182","-73.9044299215","40.702682374","5803","A","PUTNAM AVENUE"
"183","-73.8444609936","40.7173566043","61","A","GREENWAY TERRACE"
"184","-73.8300184311","40.580894059","8","A","CURTIS COURT"
"185","-73.8604243458","40.8468145256","168","A","DELANCEY PLACE"
"186","-73.920369803","40.8803552075","2570","A","INDEPENDENCE AVENUE"
"187","-73.86369005","40.6801421162","97-30","A","DREW STREET"
"188","-73.9666556254","40.5773732185","62","A","BRIGHTON 1 TERRACE"
"189","-73.8475468352","40.8130926656","72","A","HOWE AVENUE"
"190","-73.8304540956","40.7114718138","113","A","82 AVENUE"
"191","-73.829374731","40.7112715001","103","A","82 ROAD"
"192","-73.8383868035","40.7157418855","256","A","BURNS STREET"
"193","-73.7365946061","40.66366534","140-026","A","243 STREET"
"194","-73.8804598369","40.649258681","155","A","ELMIRA LOOP"
"195","-73.8428616002","40.7128058173","32","A","INGRAM STREET"
"196","-73.8397347163","40.716711237","186","A","BURNS STREET"
"197","-73.8414774605","40.7134690176","48","A","SUMMER STREET"
"198","-73.8288338618","40.7908345037","33","A","NORTH DRIVE"
"199","-73.7510609425","40.7790399226","302","A","RICHMOND ROAD"
"200","-73.8469671484","40.7179651588","66","A","TENNIS PLACE"
"201","-73.8381970231","40.7151723551","273","A","BURNS STREET"
"202","-73.7495877919","40.7785662508","330","A","WARWICK AVENUE"
"203","-73.8137613595","40.6913741954","1260","A","133 STREET"
"204","-73.7420945379","40.7380452767","78-029","A","CLOVERDALE BOULEVARD"
"205","-73.8471226956","40.719526575","1","A","TENNIS PLACE"
"206","-73.7491238209","40.7765499748","260","A","MANOR ROAD"
"207","-73.8604982346","40.8469482236","166","A","DELANCEY PLACE"
"208","-73.8793561505","40.6817366013","3135","A","ARLINGTON AVENUE"
"209","-73.8424283223","40.7157889281","81","A","ASCAN AVENUE"
"210","-73.8464791335","40.7156649755","64","A","GROTON STREET"
"211","-73.8270944647","40.7954293988","112","A","MALBA DRIVE"
"212","-73.8004275127","40.7825916355","163-045","A","WILLETS POINT BOULEVARD"
"213","-73.8476104822","40.7179159624","82","A","TENNIS PLACE"
"214","-73.9105233181","40.713923821","21-042","A","54 PLACE"
"215","-73.8448276025","40.718326653","11","A","GREENWAY TERRACE"
"216","-73.9613252666","40.5803771604","7","A","BRIGHTON 7 LANE"
"217","-73.9585525009","40.5816997001","47","A","GRAY COURT"
"218","-73.8458961309","40.7151033555","93","A","GROTON STREET"
"219","-73.8418218851","40.6946540727","155","A","88 AVENUE"
"220","-73.7508958157","40.7804304155","318","A","KENMORE ROAD"
"221","-73.7540877812","40.776767217","5","A","WESTMORELAND PLACE"
"222","-73.9076921701","40.6994622826","5551","A","PUTNAM AVENUE"
"223","-73.7539290918","40.7754347532","202","A","SHORE ROAD"
"224","-73.8289774855","40.7913806014","32","A","7 AVENUE"
"225","-73.7528369546","40.7735554101","1","A","ALSTON PLACE"
"226","-73.8304648521","40.7900690677","16","A","POINT CRESCENT"
"227","-73.7410569152","40.7534293464","63-079","A","DOUGLASTON PARKWAY"
"228","-73.8387284836","40.7160153337","226","A","BURNS STREET"
"229","-73.7510735824","40.7797144367","310","A","KNOLLWOOD AVENUE"
"230","-73.7491304138","40.7772292836","300","A","BEVERLY ROAD"
"231","-73.925229317","40.6379395183","13","A","PRESTON COURT"
"232","-73.9245199778","40.6379227744","30","A","PRESTON COURT"
"233","-73.8476314101","40.8134575821","67","A","HOWE AVENUE"
"234","-73.7387333621","40.7536221346","63-043","A","DOUGLASTON PARKWAY"
"235","-73.8290305563","40.7901043433","42","A","141 STREET"
"236","-73.8451428432","40.7179973699","7","A","ARCHWAY PLACE"
"237","-73.9244101667","40.6382830485","33","A","PRESTON COURT"
"238","-73.9628848344","40.6346862491","32","A","NEWKIRK PLAZA"
"239","-73.9730601717","40.5939717146","108","A","VILLAGE ROAD SOUTH"
"240","-73.8130373527","40.5900746149","355","A","DORMANS COURT"
"241","-73.810341537","40.7589205581","273","A","CHERRY AVENUE"
"242","-73.7521833408","40.780828671","7","A","KENMORE ROAD"
"243","-73.85767339","40.810432612","1501","A","UNDERHILL AVENUE"
"244","-73.906303211","40.7085041437","578","A","GRANDVIEW AVENUE"
"245","-73.8308987016","40.7125423649","112","A","81 AVENUE"
"246","-73.7483467405","40.769954414","15","A","40 AVENUE"
"247","-73.841378723","40.7143788823","11","A","SUMMER STREET"
"248","-73.7505681857","40.780109194","327","A","KNOLLWOOD AVENUE"
"249","-73.7773433195","40.7165982619","186-022","A","CHELSEA STREET"
"250","-73.8483166334","40.7159959073","17","A","GROTON STREET"
"251","-73.9163627158","40.7770475247","161","A","23 AVENUE"
"252","-73.8403821639","40.7154833649","72","A","GREENWAY NORTH"
"253","-73.907024885","40.6437930026","18","A","ROSE STREET"
"254","-73.857634276","40.8102670797","1503","A","UNDERHILL AVENUE"
"255","-73.8319422639","40.6948218733","32-010","A","91 AVENUE"
"256","-73.7496891007","40.776055087","237","A","HOLLYWOOD AVENUE"
"257","-73.8298518238","40.789863957","22","A","POINT CRESCENT"
"258","-73.8402271856","40.7127687993","51","A","SHORTHILL ROAD"
"259","-73.8456079421","40.7153290875","94","A","GROTON STREET"
"260","-73.8381960898","40.7118830062","234","A","GREENWAY NORTH"
"261","-73.8841330194","40.704054965","2785","A","CENTRAL AVENUE"
"262","-73.7461624347","40.7763098965","370","A","HOLLYWOOD AVENUE"
"263","-73.9583423004","40.5819259309","49","A","HOLT COURT"
"264","-73.7387405532","40.6002939054","337","A","MEEHAN AVENUE"
"265","-73.7506585582","40.7807950064","321","A","KENMORE ROAD"
"266","-73.7417491374","40.5980534103","641","A","JARVIS AVENUE"
"267","-73.8403115479","40.8826431649","1","A","CARDINAL SPELLMAN PLACE"
"268","-73.7472681722","40.774351704","307","A","RIDGE ROAD"
"269","-73.747070419","40.7761677042","336","A","HOLLYWOOD AVENUE"
"270","-73.7504507066","40.7791337849","320","A","RICHMOND ROAD"
"271","-73.9629252169","40.6349813548","40","A","NEWKIRK PLAZA"
"272","-73.7293378632","40.6635960371","250-011","A","HOOK CREEK BOULEVARD"
"273","-73.8620180741","40.677138042","106-24","A","RUBY STREET"
"274","-73.8660324552","40.6826400471","335","A","ELDERT LANE"
"275","-73.8412395796","40.6948231876","176","A","88 AVENUE"
"276","-73.8990717214","40.7204219049","45","A","59 AVENUE"
"277","-73.7523801939","40.7764597332","600","A","WEST DRIVE"
"278","-73.9613728642","40.5804807384","17","A","BRIGHTON 7 LANE"
"279","-73.8415405244","40.6947269733","165","A","88 AVENUE"
"280","-73.9194231925","40.5606518728","109","A","ROCKAWAY POINT BOULEVARD"
"281","-73.7399084834","40.7535220372","63-061","A","DOUGLASTON PARKWAY"
"282","-73.7495442623","40.7789021308","335","A","WARWICK AVENUE"
"283","-73.9061631181","40.7086879129","578","A","GRANDVIEW AVENUE"
"284","-73.8310349473","40.7111095262","119","A","82 AVENUE"
"285","-73.8301534843","40.70494804","310","A","BREVOORT STREET"
"286","-73.9028682061","40.8765385831","3001","A","ALBANY CRESCENT"
"287","-73.9024747207","40.895168599","3","A","INDIAN ROAD"
"288","-73.8575239279","40.8098762141","1509","A","UNDERHILL AVENUE"
"289","-73.8638243245","40.6807296579","97-12","A","DREW STREET"
"290","-73.8406900187","40.6950819317","191","A","88 AVENUE"
"291","-73.8426447613","40.710324146","254","A","75 ROAD"
"292","-73.7795306793","40.7358868446","192-045","A","71 CRESCENT"
"293","-73.8312836181","40.7113807908","122","A","82 AVENUE"
"294","-73.7378668277","40.7699757639","9","A","CORNELL LANE"
"295","-73.8409138974","40.7158448953","60","A","GREENWAY NORTH"
"296","-73.7282836548","40.6568683141","147-020","A","FRANCIS LEWIS BOULEVARD"
"297","-73.825191823","40.7936001626","90","A","PARSONS BOULEVARD"
"298","-73.8461134888","40.7188043589","5","A","DARTMOUTH STREET"
"299","-73.8441388345","40.7183586383","26","A","GREENWAY TERRACE"
"300","-73.7497874323","40.7802488481","349","A","KNOLLWOOD AVENUE"
"301","-73.8377670799","40.7137121292","39","A","UNDERWOOD ROAD"
"302","-73.8623498263","40.678412155","105-24","A","RUBY STREET"
"303","-73.8441978516","40.71847848","18","A","GREENWAY TERRACE"
"304","-73.8478595441","40.8144294391","55","A","HOWE AVENUE"
"305","-73.8296133059","40.7124631549","20","A","KEW GARDENS ROAD"
"306","-73.928033297","40.8127403615","9","A","CANAL PLACE"
"307","-73.8492089844","40.8142085345","311","A","TORRY AVENUE"
"308","-73.8404068737","40.7171201503","158","A","BURNS STREET"
"309","-73.7403992284","40.5984509074","603","A","JARVIS AVENUE"
"310","-73.8295695282","40.7902545414","39","A","141 STREET"
"311","-73.8426207454","40.7131105718","145","A","GREENWAY SOUTH"
"312","-73.8441030233","40.7182917093","30","A","GREENWAY TERRACE"
"313","-73.8481286137","40.7159223573","19","A","GROTON STREET"
"314","-73.7471396109","40.6020187137","4","A","HURLEY COURT"
"315","-73.7498903769","40.7788195048","329","A","WARWICK AVENUE"
"316","-73.8266861542","40.7942579653","98","A","MALBA DRIVE"
"317","-73.8397112864","40.7119706457","41","A","WENDOVER ROAD"
"318","-73.7487115396","40.7699798059","9","A","40 AVENUE"
"319","-73.8557622135","40.8087082361","2","A","DUNE COURT"
"320","-73.9754547331","40.6585807844","2","A","11 AVENUE"
"321","-73.9732913384","40.7940918609","20","A","POMANDER WALK"
"322","-73.8399009597","40.715008056","102","A","GREENWAY NORTH"
"323","-73.8422142176","40.6945620362","145","A","88 AVENUE"
"324","-73.7444527391","40.6579960704","240-012","A","146 AVENUE"
"325","-73.8448471308","40.718379711","7","A","GREENWAY TERRACE"
"326","-73.8391424031","40.7112905982","70","A","ROCKROSE PLACE"
"327","-73.7403863533","40.7534811161","63-069","A","DOUGLASTON PARKWAY"
"328","-73.7774502763","40.716669348","186-018","A","CHELSEA STREET"
"329","-73.8292106916","40.7910730883","36","A","141 STREET"
"330","-73.9251874032","40.6379668802","15","A","PRESTON COURT"
"331","-73.8411379407","40.7169106111","26","A","ASCAN AVENUE"
"332","-73.847028529","40.7185746455","45","A","TENNIS PLACE"
"333","-73.9172946602","40.7777349006","137","A","23 AVENUE"
"334","-73.9062237024","40.700605662","5610","A","PUTNAM AVENUE"
"335","-73.8477255928","40.813857709","320","A","HOWE AVENUE"
"336","-73.9615091454","40.580919895","26","A","BRIGHTON 7 COURT"
"337","-73.8128874205","40.7585014692","224","A","CHERRY AVENUE"
"338","-73.7481211392","40.77559413","303","A","ARLEIGH ROAD"
"339","-73.834583928","40.7084069744","127","A","AUDLEY STREET"
"340","-73.8295417591","40.7061559224","82-008","A","BREVOORT STREET"
"341","-73.8420034125","40.7156504914","80","A","ASCAN AVENUE"
"342","-73.8570157249","40.8086673404","1624","A","UNDERHILL AVENUE"
"343","-73.8271163505","40.7920187273","74","A","MALBA DRIVE"
"344","-73.8777693165","40.7059926214","1-033","A","73 STREET"
"345","-73.8395584479","40.7125021188","21","A","WENDOVER ROAD"
"346","-73.9364551808","40.7509340627","29-001","A","41 AVENUE"
"347","-73.7509142572","40.7748183606","140","A","ARLEIGH ROAD"
"348","-73.8410718552","40.7148878437","48","A","SEASONGOOD ROAD"
"349","-73.8393814034","40.7112533907","82","A","ROCKROSE PLACE"
"350","-73.7511451843","40.7729952385","101","A","FOREST ROAD"
"351","-73.7477605352","40.7774717313","344","A","BEVERLY ROAD"
"352","-73.8456093432","40.7149858954","101","A","GROTON STREET"
"353","-73.8660213975","40.6825914006","337","A","ELDERT LANE"
"354","-73.7504221166","40.7749324336","200","A","ARLEIGH ROAD"
"355","-73.8279949899","40.7908908509","28","A","NORTH DRIVE"
"356","-73.8424801649","40.7149659986","112","A","ASCAN AVENUE"
"357","-73.8136850762","40.7587574474","103","A","BEECH AVENUE"
"358","-73.8308634542","40.653379774","9","A","DAVENPORT COURT"
"359","-73.8632992149","40.6797432344","469","A","DREW STREET"
"360","-73.7482593977","40.7766792957","312","A","MANOR ROAD"
"361","-73.8250744231","40.7934013299","86","A","PARSONS BOULEVARD"
"362","-73.841611459","40.7171467923","25","A","ASCAN AVENUE"
"363","-73.9962889413","40.7317729355","68","A","WASHINGTON MEWS"
"364","-73.8476506232","40.8135359195","312","A","HOWE AVENUE"
"365","-73.8383724455","40.7153177272","265","A","BURNS STREET"
"366","-73.8396248268","40.716635335","190","A","BURNS STREET"
"367","-73.9733957293","40.7939475167","17","A","POMANDER WALK"
"368","-73.8444901162","40.7187458974","8","A","GREENWAY TERRACE"
"369","-73.8768443547","40.7054320066","72-004","A","73 PLACE"
"370","-73.9057571864","40.7010549355","5624","A","PUTNAM AVENUE"
"371","-73.9358142957","40.5837390739","4","A","SHALE STREET"
"372","-73.9636884156","40.5794212772","10","A","BRIGHTON 4 PLACE"
"373","-73.7462110506","40.7725523005","324","A","38 ROAD"
"374","-73.8073944017","40.8222441942","28","A","HARDING AVENUE"
"375","-73.8427508393","40.7100468253","262","A","75 ROAD"
"376","-73.7478988441","40.6003205894","13-032","A","GRANDVIEW TERRACE"
"377","-73.8365676398","40.7142108435","340","A","BURNS STREET"
"378","-73.8293061071","40.7126666547","41","A","KEW GARDENS ROAD"
"379","-73.751152504","40.7800325044","311","A","KNOLLWOOD AVENUE"
"380","-73.7511582128","40.774781984","130","A","ARLEIGH ROAD"
"381","-73.7323036288","40.746986309","242-023","A","OAK PARK DRIVE"
"382","-73.8779255098","40.7055529262","2969","A","CENTRAL AVENUE"
"383","-73.7514816924","40.7740363619","118","A","PARK LANE"
"384","-73.8816150924","40.7043481959","2858","A","CENTRAL AVENUE"
"385","-73.8018888305","40.7714219585","162-012","A","BAYSIDE LANE"
"386","-73.8367187617","40.71284757","45","A","DEEPDENE ROAD"
"387","-73.9174517701","40.7778456799","131","A","23 AVENUE"
"388","-73.9170190161","40.7244030861","3-000","A","NULL"
"389","-73.8422005531","40.7125337049","56","A","INGRAM STREET"
"390","-73.7477652398","40.7767684629","328","A","MANOR ROAD"
"391","-73.8358586783","40.7083384014","136","A","AUDLEY STREET"
"392","-73.8429016419","40.7150292502","115","A","ASCAN AVENUE"
"393","-73.9279564366","40.8128507726","11","A","CANAL PLACE"
"394","-73.8325431699","40.6563861245","16","A","BAYVIEW AVENUE"
"395","-73.8156361776","40.8402494797","3391-05","A","COUNTRY CLUB ROAD"
"396","-73.7508866787","40.7734275411","30","A","RIDGE ROAD"
"397","-73.8130841968","40.7581852206","217","A","CHERRY AVENUE"
"398","-73.9042132979","40.7025516858","5804","A","PUTNAM AVENUE"
"399","-73.842747609","40.7127621801","38","A","INGRAM STREET"
"400","-73.7478072308","40.7459099897","68-023","A","CLOVERDALE LANE"
"401","-73.8449666321","40.7146762868","61","A","GREENWAY SOUTH"
"402","-73.7377646567","40.7699334186","7","A","CORNELL LANE"
"403","-73.9659201952","40.580127277","38","A","BRIGHTON 2 PLACE"
"404","-73.9648167853","40.5797288316","24","A","BRIGHTON 3 LANE"
"405","-73.7460289876","40.7718239604","24","A","38 DRIVE"
"406","-73.7479318282","40.7774386393","336","A","BEVERLY ROAD"
"407","-73.8384720631","40.7113049819","245","A","GREENWAY NORTH"
"408","-73.8425275275","40.7148664394","116","A","ASCAN AVENUE"
"409","-73.8316088475","40.7116796891","123","A","81 AVENUE"
"410","-73.8279007349","40.7963136874","1-020","A","POWELLS COVE DRIVE"
"411","-73.8161849159","40.6075148879","2503","A","WEST ROAD"
"412","-73.838586379","40.7134126921","166","A","GREENWAY NORTH"
"413","-73.7489590845","40.7775611803","319","A","BEVERLY ROAD"
"414","-73.7498861437","40.7739092399","211","A","RIDGE ROAD"
