"shapeid","x","y","house_num","special_co","streetname"
"914","-73.9069649213","40.6438317934","17","A","ROSE STREET"
"915","-73.9062354409","40.7086429615","578","A","GRANDVIEW AVENUE"
"916","-73.738642822","40.6003531291","335","A","MEEHAN AVENUE"
"917","-73.7481152473","40.7715717675","115","A","PROSPECT AVENUE"
"918","-73.8312065158","40.6906053904","1022","A","114 STREET"
"919","-73.8355980662","40.7085056404","132","A","AUDLEY STREET"
"920","-73.8644610734","40.6821532807","7414","A","95 AVENUE"
"921","-73.8382403007","40.7152082209","271","A","BURNS STREET"
"922","-73.753566259","40.7796340441","1","A","RICHMOND ROAD"
"923","-73.8326345762","40.656594696","22","A","BAYVIEW AVENUE"
"924","-73.7508416125","40.7726780628","29","A","CEDAR LANE"
"925","-73.7492480481","40.7731948825","217","A","FOREST ROAD"
"926","-73.9236735163","40.5872112607","1538","A","SEBA AVENUE"
"927","-73.8383273254","40.7152803351","267","A","BURNS STREET"
"928","-73.8383125399","40.7121756967","216","A","GREENWAY NORTH"
"929","-73.7471363042","40.6020160451","5","A","HURLEY COURT"
"930","-73.8372190134","40.7142536301","307","A","BURNS STREET"
"931","-73.8508967857","40.8366650673","1501","A","GLEBE AVENUE"
"932","-73.8296920606","40.7906681978","33","A","141 STREET"
"933","-74.003240152","40.5759167827","34","A","WEST 37 STREET"
"934","-73.90636087","40.7085948469","578","A","GRANDVIEW AVENUE"
"935","-73.7468035624","40.7754805517","334","A","ARLEIGH ROAD"
"936","-73.7487593131","40.7751849161","250","A","ARLEIGH ROAD"
"937","-73.7543380357","40.777322517","412","A","SHORE ROAD"
"938","-73.8408282976","40.7113393941","103-035","A","NORDEN ROAD"
"939","-73.9874042127","40.583465687","157","A","BAY 52 STREET"
"940","-73.7510646936","40.7779639201","211","A","GROSVENOR STREET"
"941","-73.8471829185","40.7183674566","65","A","TENNIS PLACE"
"942","-74.0031987048","40.5756987911","26","A","WEST 37 STREET"
"943","-73.8375232571","40.7145245341","2","A","76 ROAD"
"944","-73.8360286586","40.7081752234","138","A","AUDLEY STREET"
"945","-73.8640117163","40.6814922917","95-28","A","DREW STREET"
"946","-73.746092539","40.7742975867","11","A","OAK LANE"
"947","-73.829717467","40.7100345955","119","A","82 DRIVE"
"948","-73.8123771523","40.759124379","141","A","BEECH AVENUE"
"949","-73.9660904442","40.5793671586","31","A","BRIGHTON 2 PLACE"
"950","-73.9074112584","40.6439950506","8","A","ROSE STREET"
"951","-73.7592794251","40.5969228166","312","A","CAMP ROAD"
"952","-73.8641039207","40.6818712416","95-14","A","DREW STREET"
"953","-73.7512969893","40.7744146515","125","A","PARK LANE"
"954","-73.829390969","40.7120988893","22","A","KEW GARDENS ROAD"
"955","-73.841662062","40.7130280351","170","A","GREENWAY SOUTH"
"956","-73.8516673872","40.7082083375","102","A","WALNUT STREET"
"957","-73.9636603513","40.5797184795","7","A","BRIGHTON 4 PLACE"
"958","-73.8571619112","40.8070256769","910","A","CORNELL AVENUE"
"959","-73.7500706709","40.7812764454","338","A","BAYVIEW AVENUE"
"960","-74.1147693616","40.5962911838","28","A","CLIFFWOOD AVENUE"
"961","-73.9582220086","40.5819193753","51","A","HOLT COURT"
"962","-73.9637945857","40.5797202012","14","A","BRIGHTON 4 PLACE"
"963","-73.8400058292","40.7136352924","18","A","SHORTHILL ROAD"
"964","-74.2003300345","40.5369063477","853","A","LAMONT AVENUE"
"965","-74.1503851158","40.5952616249","46","A","EXECUTIVE WAY"
"966","-74.1488367833","40.6252923583","902","A","MORNINGSTAR ROAD"
"967","-74.1523656337","40.6143058315","439-02","A","WILLOW ROAD EAST"
"968","-74.1522682373","40.6139384541","447-02","A","WILLOW ROAD EAST"
"969","-74.1517868","40.6136526652","457-01","A","WILLOW ROAD EAST"
"970","-74.1517799026","40.613221826","475-01","A","WILLOW ROAD EAST"
"971","-74.1509410059","40.6126451063","503-02","A","WILLOW ROAD EAST"
"972","-74.1514220286","40.6121664687","527-02","A","WILLOW ROAD EAST"
"973","-74.2017095798","40.5540681256","78","A","CODY PLACE"
"974","-74.1848052141","40.56415095","29","A","AMANDA COURT"
"975","-74.1436325807","40.5550878423","262","A","TIMBER RIDGE DRIVE"
"976","-74.1434304422","40.5549515921","276","A","TIMBER RIDGE DRIVE"
"977","-74.0873090732","40.5768339665","47","A","BADEN PLACE"
"978","-74.1505674749","40.5492755723","27","A","NELSON AVENUE"
"979","-74.1655684617","40.5320918082","506","A","HAROLD AVENUE"
"980","-74.0805045663","40.5799881429","127","A","QUINCY AVENUE"
"981","-73.7536234686","40.6601206181","144-068","A","227 STREET"
"982","-73.8436163043","40.7131335961","190","A","ASCAN AVENUE"
"983","-73.7521392672","40.7815850112","1102","A","SHORE ROAD"
"984","-73.8378034509","40.7124756675","11","A","MARKWOOD PLACE"
"985","-73.8130635719","40.5899497957","345","A","DORMANS COURT"
"986","-73.8298329002","40.7104127844","116","A","82 DRIVE"
"987","-73.836482498","40.7141338894","346","A","BURNS STREET"
"988","-73.7533287822","40.7754582778","7","A","HOLLYWOOD AVENUE"
"989","-73.837323157","40.7148844514","300","A","BURNS STREET"
"990","-73.8372697155","40.7142995746","305","A","BURNS STREET"
"991","-73.7338167447","40.7458720562","239-060","A","OAK PARK DRIVE"
"992","-73.7407682417","40.7534498349","63-075","A","DOUGLASTON PARKWAY"
"993","-73.7492512931","40.7751112838","236","A","ARLEIGH ROAD"
"994","-73.8388830017","40.7130260143","191","A","GREENWAY NORTH"
"995","-73.7486358115","40.7707176867","22","A","CHERRY STREET"
"996","-73.8689097646","40.821728935","40","A","CLASON POINT LANE"
"997","-73.9655234738","40.5796115825","54","A","BRIGHTON 2 PATH"
"998","-73.7448140406","40.7704814644","3","A","STUART LANE"
"999","-73.8400124848","40.7156458919","32","A","BEECHKNOLL ROAD"
"1000","-73.7821770976","40.7350237729","188-045","A","71 CRESCENT"
"1001","-73.8835136701","40.7041707702","2801","A","CENTRAL AVENUE"
"1002","-73.7509243764","40.77975898","316","A","KNOLLWOOD AVENUE"
"1003","-73.8373701995","40.7143675374","301","A","BURNS STREET"
"1004","-73.8476303536","40.7173143452","35","A","EXETER STREET"
"1005","-73.7388567755","40.6002218234","341","A","MEEHAN AVENUE"
"1006","-73.8479766978","40.813296923","301","A","HOWE AVENUE"
"1007","-73.748367365","40.776261441","309","A","HOLLYWOOD AVENUE"
"1008","-73.7584149064","40.5962490338","289","A","WATJEAN COURT"
"1009","-73.8437171008","40.718602169","55","A","BURNS STREET"
"1010","-73.8427895815","40.7152699014","101","A","ASCAN AVENUE"
"1011","-73.7825946914","40.7480231652","196-003","A","WEEKS LANE"
"1012","-73.8365279435","40.7141749675","342","A","BURNS STREET"
"1013","-73.8492398211","40.8143313656","315","A","TORRY AVENUE"
"1014","-73.8274112073","40.7906252385","23","A","9 AVENUE"
"1015","-73.8434748325","40.7126141216","15","A","INGRAM STREET"
"1016","-73.8946118571","40.7233484478","58-060","A","BROWN PLACE"
"1017","-73.8422817363","40.6945425876","143","A","88 AVENUE"
"1018","-73.7506110848","40.7721046141","5","A","CEDAR LANE"
"1019","-73.7403820307","40.7534814933","63-069","A","DOUGLASTON PARKWAY"
"1020","-73.8004523945","40.7823194656","163-033","A","WILLETS POINT BOULEVARD"
"1021","-73.851591805","40.7082317522","100","A","WALNUT STREET"
"1022","-73.8382825351","40.7152432172","269","A","BURNS STREET"
"1023","-73.8298547459","40.7109434093","109","A","82 ROAD"
"1024","-73.9182390011","40.5606787833","93","A","ROCKAWAY POINT BOULEVARD"
"1025","-73.7492006353","40.7744112192","232","A","PARK LANE"
"1026","-73.8400348825","40.712542767","64","A","SHORTHILL ROAD"
"1027","-73.7460920048","40.7703787964","105","A","DEPEW AVENUE"
"1028","-73.7435599165","40.7616960655","21","A","CAROLINA ROAD"
"1029","-73.8467978576","40.716584994","88","A","71 AVENUE"
"1030","-73.8402878426","40.7154021109","82","A","GREENWAY NORTH"
"1031","-73.8417430999","40.7135794629","51","A","SUMMER STREET"
"1032","-73.8620731461","40.6772230399","106-20","A","RUBY STREET"
"1033","-74.0073518776","40.6572133587","33","A","35 STREET"
"1034","-73.7408557087","40.5982734519","617","A","JARVIS AVENUE"
"1035","-73.8444295592","40.7170547465","69","A","GREENWAY TERRACE"
"1036","-73.8367672681","40.7138740222","710","A","BURNS STREET"
"1037","-73.7526060097","40.7773146493","105","A","BEVERLY ROAD"
"1038","-73.7446427814","40.7706412713","6","A","STUART LANE"
"1039","-73.9636098242","40.5796411396","8","A","BRIGHTON 4 PLACE"
"1040","-73.9114978356","40.623716841","7167","A","PERI LANE"
"1041","-73.8307376375","40.7126601312","110","A","81 AVENUE"
"1042","-73.7480982115","40.7738955256","256","A","RIDGE ROAD"
"1043","-73.8421809239","40.7129077858","157","A","GREENWAY SOUTH"
"1044","-73.8439252306","40.7140823062","100","A","GREENWAY SOUTH"
"1045","-73.8353665025","40.7130619393","402","A","BURNS STREET"
"1046","-73.8429209144","40.7123655053","39","A","INGRAM STREET"
"1047","-73.8431051426","40.7100974655","263","A","75 ROAD"
"1048","-73.86599918","40.6824936822","341","A","ELDERT LANE"
"1049","-73.7479711572","40.7722355178","140","A","PROSPECT AVENUE"
"1050","-73.8463771917","40.7181507321","61","A","71 AVENUE"
"1051","-73.8447366379","40.7180760195","23","A","GREENWAY TERRACE"
"1052","-73.7505421953","40.7797868612","326","A","KNOLLWOOD AVENUE"
"1053","-73.8412904602","40.7138833113","26","A","SUMMER STREET"
"1054","-73.8417978727","40.7134518962","57","A","SUMMER STREET"
"1055","-73.9162881308","40.7765393856","176","A","23 AVENUE"
"1056","-73.8401531049","40.715251811","86","A","GREENWAY NORTH"
"1057","-73.7606185004","40.6603954156","146-056","A","SPRINGFIELD BOULEVARD"
"1058","-73.838026608","40.7128740013","8","A","MARKWOOD PLACE"
"1059","-74.0067776202","40.6568470036","23","A","35 STREET"
"1060","-73.7809472986","40.7412248803","60-019","A","194 STREET"
"1061","-73.9513223381","40.6475940007","6","A","EAST 28 STREET"
"1062","-74.1054955692","40.5940715031","70","A","UTOPIA COURT"
"1063","-73.8478781486","40.8145125548","54","A","HOWE AVENUE"
"1064","-73.8572295173","40.8098737815","1610","A","UNDERHILL AVENUE"
"1065","-73.8408291476","40.6950738328","187","A","88 AVENUE"
"1066","-74.147586183","40.5905274374","26","A","GINA COURT"
"1067","-74.182239597","40.5523413411","107","A","GRANTWOOD AVENUE"
"1068","-74.1420877961","40.5634566331","260","A","CORONA AVENUE"
"1069","-74.1523804731","40.6147106464","401-01","A","WILLOW ROAD EAST"
"1070","-74.1514575428","40.6141984161","417-01","A","WILLOW ROAD EAST"
"1071","-74.15228859","40.6139819251","447-01","A","WILLOW ROAD EAST"
"1072","-74.1523931205","40.6140501396","443-02","A","WILLOW ROAD EAST"
"1073","-74.150917378","40.612826255","497-01","A","WILLOW ROAD EAST"
"1074","-74.1509533262","40.6126047772","505-01","A","WILLOW ROAD EAST"
"1075","-74.1514091108","40.6121367003","529-01","A","WILLOW ROAD EAST"
"1076","-74.1586955815","40.611895734","10","A","AKRON STREET"
"1077","-74.1664064533","40.5393950615","53","A","WOODS OF ARDEN ROAD"
"1078","-74.1552885482","40.5581323882","315","A","ELVERTON AVENUE"
"1079","-73.8637616366","40.6804723306","97-20","A","DREW STREET"
"1080","-73.839090803","40.7142130831","140","A","GREENWAY NORTH"
"1081","-74.1390780273","40.5466870662","38","A","YACHT CLUB COVE"
"1082","-74.202255291","40.5545891108","146","A","CODY PLACE"
"1083","-73.8634088971","40.680222454","447","A","DREW STREET"
"1084","-73.8428708367","40.7106335963","245","A","75 ROAD"
"1085","-73.7471420455","40.7764551527","337","A","HOLLYWOOD AVENUE"
"1086","-73.7535629423","40.7779422639","8","A","GROSVENOR STREET"
"1087","-73.7523316783","40.772127096","14","A","MELROSE LANE"
"1088","-73.8413456066","40.6947926528","171","A","88 AVENUE"
"1089","-73.9306607139","40.7291611285","34-002","A","LAUREL HILL BOULEVARD"
"1090","-73.842893667","40.7169320619","100","A","GREENWAY TERRACE"
"1091","-73.8417832108","40.7134860467","55","A","SUMMER STREET"
"1092","-73.7406786926","40.5986534762","608","A","JARVIS AVENUE"
"1093","-73.8479603909","40.7156104359","135","A","71 AVENUE"
"1094","-73.8401807329","40.7169837057","166","A","BURNS STREET"
"1095","-73.835286198","40.7129897623","406","A","BURNS STREET"
"1096","-73.9121207887","40.6238336623","7145","A","PERI LANE"
"1097","-73.8256222413","40.7913254453","12","A","NORTH DRIVE"
"1098","-73.8290849001","40.7912743633","34","A","7 AVENUE"
"1099","-73.8787143775","40.7050647745","2944","A","CENTRAL AVENUE"
"1100","-73.8697281705","40.8219993941","66","A","CLASON POINT LANE"
"1101","-73.9040651158","40.703040502","5819","A","PUTNAM AVENUE"
"1102","-73.7526539577","40.7791791969","24","A","RICHMOND ROAD"
"1103","-73.9627631263","40.5801855855","21","A","BRIGHTON 5 LANE"
"1104","-73.8334847095","40.7086703861","115","A","AUDLEY STREET"
"1105","-73.8316786339","40.7107285677","127","A","82 AVENUE"
"1106","-73.9660561789","40.5794613535","32","A","BRIGHTON 2 PLACE"
"1107","-73.8419555118","40.6946165776","151","A","88 AVENUE"
"1108","-73.8767978482","40.7050719615","72-014","A","73 PLACE"
"1109","-73.7473462863","40.7771334052","345","A","MANOR ROAD"
"1110","-73.8768699096","40.7054981873","72-002","A","73 PLACE"
"1111","-73.7848676215","40.8384791163","5","A","ROCHELLE STREET"
"1112","-73.9645286185","40.580071228","29","A","BRIGHTON 3 WALK"
"1113","-73.7490240348","40.7700060703","7","A","40 AVENUE"
"1114","-73.8361101724","40.7120206133","56","A","MARKWOOD PLACE"
"1115","-73.9605164496","40.582674202","7","A","BRIGHTON 8 COURT"
"1116","-73.9589817596","40.5796049734","135","A","BRIGHTON 10 STREET"
"1117","-73.9628363004","40.5798166616","13","A","BRIGHTON 5 PLACE"
"1118","-73.9637254336","40.5805428533","45","A","BRIGHTON 4 COURT"
"1119","-73.839958979","40.7168499021","174","A","BURNS STREET"
"1120","-73.8659764733","40.6823937986","345","A","ELDERT LANE"
"1121","-73.9661391255","40.5784210091","8","A","BRIGHTON 1 COURT"
"1122","-73.8291246339","40.6536429119","34","A","DAVENPORT COURT"
"1123","-73.8390954441","40.7158753619","219","A","BURNS STREET"
"1124","-73.7495055554","40.775083302","222","A","ARLEIGH ROAD"
"1125","-73.7470032218","40.7775760221","364","A","BEVERLY ROAD"
"1126","-73.9073602924","40.6439493403","10","A","ROSE STREET"
"1127","-73.8412119039","40.7123251067","199","A","GREENWAY SOUTH"
"1128","-73.8004129421","40.7824043485","163-037","A","WILLETS POINT BOULEVARD"
"1129","-73.7485350109","40.7773377927","320","A","BEVERLY ROAD"
"1130","-73.8380148729","40.7154439487","270","A","BURNS STREET"
"1131","-73.7518080313","40.7761045351","126","A","MANOR ROAD"
"1132","-73.8390068344","40.7158103151","223","A","BURNS STREET"
"1133","-73.9133251282","40.5630973516","724","A","LIBERTY LANE"
"1134","-73.9360305865","40.5833770723","12","A","SHALE STREET"
"1135","-73.8798882219","40.7050340266","2911","A","CENTRAL AVENUE"
"1136","-73.8673328133","40.7040234971","47-043","A","81 STREET"
"1137","-73.7517736672","40.7758298204","131","A","HOLLYWOOD AVENUE"
"1138","-73.7459257731","40.7721896223","29","A","38 DRIVE"
"1139","-73.8287957395","40.70687703","255","A","BREVOORT STREET"
"1140","-73.8466466879","40.7157182386","56","A","GROTON STREET"
"1141","-73.8763406735","40.7040889329","71-054","A","73 PLACE"
"1142","-73.8398827513","40.7168092214","180","A","BURNS STREET"
"1143","-73.9100225649","40.6243308306","34","A","ROYCE PLACE"
"1144","-73.9128683025","40.8927348416","8","A","PLOUGHMANS BUSH"
"1145","-73.8622700879","40.6780728633","105-32","A","RUBY STREET"
"1146","-73.8383748494","40.7146402768","98","A","BEECHKNOLL ROAD"
"1147","-73.8383250382","40.7139247194","44","A","76 ROAD"
"1148","-73.7777474442","40.7168416848","186-006","A","CHELSEA STREET"
"1149","-73.840435262","40.7145560882","77","A","75 ROAD"
"1150","-73.8372010934","40.7147728903","306","A","BURNS STREET"
"1151","-73.7496648157","40.7788809157","333","A","WARWICK AVENUE"
"1152","-73.7281485356","40.6566958728","147-026","A","FRANCIS LEWIS BOULEVARD"
"1153","-73.8122888647","40.7594155426","136","A","BEECH AVENUE"
"1154","-73.7462722098","40.6026336565","9-016","A","GARDEN COURT"
"1155","-73.7386029444","40.7536334562","63-041","A","DOUGLASTON PARKWAY"
"1156","-73.7497012688","40.5984262325","5","A","OSTEND PLACE"
"1157","-73.8559940073","40.8086779819","5","A","DUNE COURT"
"1158","-73.7733062703","40.6730248399","134-045","A","166 PLACE"
"1159","-73.8410105078","40.7159612668","50","A","GREENWAY NORTH"
"1160","-74.162532212","40.5941373805","2187","A","RICHMOND AVENUE"
"1161","-74.1016739331","40.5997669178","62","A","REISS LANE"
"1162","-73.9583305883","40.5818043269","49","A","HOLT COURT"
"1163","-74.1118084733","40.6401053545","117","A","BEMENT COURT"
"1164","-74.1516485755","40.6148062874","446-02","A","CASWELL AVENUE"
"1165","-74.1518753404","40.6132260488","473-01","A","WILLOW ROAD EAST"
"1166","-74.1517681949","40.6129446048","479-02","A","WILLOW ROAD EAST"
"1167","-74.1513846623","40.6128589947","489-01","A","WILLOW ROAD EAST"
"1168","-74.2026313805","40.5551697911","198","A","CODY PLACE"
"1169","-74.2021541893","40.5546164252","150","A","CODY PLACE"
"1170","-74.1183136755","40.554447021","537","A","MERKEL PLACE"
"1171","-74.1656909324","40.5343733139","16","A","KOCH BOULEVARD"
"1172","-73.7460462861","40.6026497317","9-010","A","GARDEN COURT"
"1173","-74.0613582604","40.611105686","29","A","NAUTILUS STREET"
"1174","-73.8322385379","40.7078743038","52","A","BEVERLY ROAD"
"1175","-73.7439216967","40.6579504666","240-026","A","146 AVENUE"
"1176","-73.8297781916","40.7114185158","108","A","82 ROAD"
"1177","-73.9294687204","40.7289219292","34-040","A","LAUREL HILL BOULEVARD"
"1178","-73.7488844838","40.7744737862","240","A","PARK LANE"
"1179","-73.7489846407","40.7782562027","337","A","GROSVENOR STREET"
"1180","-73.7466839832","40.7689758903","22","A","240 STREET"
"1181","-73.749233339","40.7707856664","14","A","CHERRY STREET"
"1182","-73.843398815","40.7172885204","70","A","GREENWAY TERRACE"
"1183","-73.8222743181","40.7885784265","13-003","A","145 PLACE"
"1184","-73.8422487174","40.7118019151","201","A","75 ROAD"
"1185","-73.8301093631","40.713554027","9","A","KEW GARDENS ROAD"
"1186","-73.8673238688","40.7039611284","47-045","A","81 STREET"
"1187","-73.8821311822","40.8296405601","1240","A","BRONX RIVER AVENUE"
"1188","-73.8394079122","40.7164855433","198","A","BURNS STREET"
"1189","-73.9631548636","40.7783738451","1000","A","5 AVENUE"
"1190","-73.8218603926","40.8241912666","2855","A","CROSS BRONX EXPRESSWAY SR NORTH"
"1191","-73.840310795","40.7148787808","101","A","GREENWAY NORTH"
"1192","-73.7506108936","40.7791128929","316","A","RICHMOND ROAD"
"1193","-73.7496683464","40.7746301096","225","A","PARK LANE"
"1194","-73.904919783","40.7018845894","5720","A","PUTNAM AVENUE"
"1195","-73.7534782696","40.7764615215","20","A","WESTMORELAND PLACE"
"1196","-73.8797062582","40.6816673226","3125","A","ARLINGTON AVENUE"
"1197","-73.9070024972","40.6439392625","15","A","ROSE STREET"
"1198","-73.8578200357","40.8069619421","803","A","CORNELL AVENUE"
"1199","-73.8140273595","40.7586647141","101","A","BEECH AVENUE"
"1200","-73.8402868541","40.7141177437","74","A","75 ROAD"
"1201","-73.8676545272","40.7043250558","47-032","A","81 STREET"
"1202","-73.8303878186","40.7110226996","116","A","82 ROAD"
"1203","-73.826527606","40.7908402904","60","A","MALBA DRIVE"
"1204","-73.8491198928","40.8138191447","301","A","TORRY AVENUE"
"1205","-73.8801205979","40.7047286813","2902","A","CENTRAL AVENUE"
"1206","-73.8455736309","40.7173382713","35","A","BOW STREET"
"1207","-73.9046491304","40.7021268608","5728","A","PUTNAM AVENUE"
"1208","-73.995538154","40.7314567779","50","A","WASHINGTON MEWS"
"1209","-73.83954561","40.7157032012","40","A","BEECHKNOLL ROAD"
"1210","-73.8434815099","40.7173261067","66","A","GREENWAY TERRACE"
"1211","-73.7466025873","40.7725071312","314","A","38 ROAD"
"1212","-73.8360144392","40.7136494805","374","A","BURNS STREET"
"1213","-73.8434258747","40.7125960609","17","A","INGRAM STREET"
"1214","-73.9834584118","40.646292871","3378","A","FT HAMILTON PARKWAY"
"1215","-73.843738596","40.7186099659","53","A","BURNS STREET"
"1216","-73.8392407088","40.7144882209","126","A","GREENWAY NORTH"
"1217","-73.8475859895","40.8132544366","306","A","HOWE AVENUE"
"1218","-73.8477814423","40.8140992038","326","A","HOWE AVENUE"
"1219","-73.8409094068","40.713788962","97","A","75 ROAD"
"1220","-73.8477086557","40.8137839952","63","A","HOWE AVENUE"
"1221","-73.8395422037","40.7116813116","55","A","WENDOVER ROAD"
"1222","-73.7409102522","40.7534375132","63-077","A","DOUGLASTON PARKWAY"
"1223","-73.8264222276","40.7904304449","50","A","MALBA DRIVE"
"1224","-73.7494213658","40.7707944866","10","A","CHERRY STREET"
"1225","-73.8569284135","40.8064993476","712","A","BRONX RIVER AVENUE"
"1226","-73.8411619204","40.7129105003","135","A","75 ROAD"
"1227","-73.9076962381","40.7095980917","502","A","GRANDVIEW AVENUE"
"1228","-73.8384422465","40.7111099019","255","A","GREENWAY NORTH"
"1229","-73.8853762825","40.7037312254","2751","A","CENTRAL AVENUE"
"1230","-73.8330020834","40.6941487075","185","A","114 STREET"
"1231","-73.7277515757","40.6600991069","256-009","A","HOOK CREEK BOULEVARD"
"1232","-73.8476402837","40.7182048542","85","A","TENNIS PLACE"
"1233","-73.7521263143","40.7753362263","112","A","HOLLYWOOD AVENUE"
"1234","-73.7480112896","40.7697349138","26","A","40 AVENUE"
"1235","-73.8919058018","40.5673469436","244","A","ROXBURY AVENUE"
"1236","-73.8553568551","40.8594427024","2249","A","ESPLANADE"
"1237","-73.8478859922","40.8145461369","338","A","HOWE AVENUE"
"1238","-73.9114336418","40.6237062592","7169","A","PERI LANE"
"1239","-73.8309339235","40.6906733307","1023","A","114 STREET"
"1240","-73.8384201052","40.7153572149","263","A","BURNS STREET"
"1241","-73.7519667682","40.7772207536","127","A","BEVERLY ROAD"
"1242","-73.9647173142","40.5799499328","30","A","BRIGHTON 3 WALK"
"1243","-73.8276518951","40.7919027161","77","A","MALBA DRIVE"
"1244","-73.9867313468","40.582831103","123","A","BAY 53 STREET"
"1245","-73.750572036","40.7752514422","203","A","ARLEIGH ROAD"
"1246","-73.7480721188","40.7781254102","350","A","GROSVENOR STREET"
"1247","-73.8301653603","40.7107363751","113","A","82 ROAD"
"1248","-73.7303513158","40.7136015843","100-068","A","223 STREET"
"1249","-73.7466354899","40.7711020281","312","A","CHERRY STREET"
"1250","-73.8402153491","40.7118180858","234","A","GREENWAY SOUTH"
"1251","-73.8296157878","40.6559015108","46","A","RUSSELL STREET"
"1252","-73.900027158","40.8767858078","100","A","PEROT STREET"
"1253","-73.8804521553","40.7049138301","2893","A","CENTRAL AVENUE"
"1254","-73.9084708831","40.7122803341","61-025","A","TONSOR STREET"
"1255","-73.8404858539","40.7135306809","100","A","75 ROAD"
"1256","-73.7822978964","40.7411516036","60-018","A","194 STREET"
"1257","-74.1038466875","40.6264830143","24","A","BIRCH AVENUE"
"1258","-74.0822008065","40.6418233245","65","A","FT HILL CIRCLE"
"1259","-74.1123392975","40.6400472817","133","A","BEMENT COURT"
"1260","-74.107159731","40.6118094722","149","A","CATTARAUGUS STREET"
"1261","-73.8478479011","40.8143801434","332","A","HOWE AVENUE"
"1262","-73.8361970349","40.7139285985","356","A","BURNS STREET"
"1263","-73.7455270853","40.7740045703","34","A","OAK LANE"
"1264","-73.8154204929","40.8403813992","3391-10","A","COUNTRY CLUB ROAD"
"1265","-73.8572643504","40.8086609431","1524","A","UNDERHILL AVENUE"
"1266","-73.7491638188","40.7782280954","331","A","GROSVENOR STREET"
"1267","-74.152209854","40.6146618981","405-01","A","WILLOW ROAD EAST"
"1268","-74.151354213","40.6150320265","436-02","A","CASWELL AVENUE"
"1269","-74.1517735509","40.6135261101","461-01","A","WILLOW ROAD EAST"
"1270","-74.151101304","40.6120206677","535-02","A","WILLOW ROAD EAST"
"1271","-74.138988563","40.5466075947","36","A","YACHT CLUB COVE"
"1272","-74.139123212","40.5467272016","39","A","YACHT CLUB COVE"
"1273","-74.1995219043","40.5535505425","97","A","LOMBARD COURT"
"1274","-74.1435032662","40.5550186167","270","A","TIMBER RIDGE DRIVE"
"1275","-74.1432469611","40.554821661","290","A","TIMBER RIDGE DRIVE"
"1276","-74.1181081132","40.5541662924","532","A","MERKEL PLACE"
"1277","-73.8901130754","40.7025993934","2617","A","CENTRAL AVENUE"
"1278","-73.9047705706","40.7020083159","5724","A","PUTNAM AVENUE"
"1279","-73.8426956034","40.7164252429","3","A","GREENWAY NORTH"
"1280","-73.7491041084","40.7775648168","315","A","BEVERLY ROAD"
"1281","-73.8457524517","40.7150328657","97","A","GROTON STREET"
"1282","-73.831612741","40.7120957674","122","A","81 AVENUE"
"1283","-73.7429985199","40.6908818092","219-005","A","FRANCIS LEWIS BOULEVARD"
"1284","-73.8025594321","40.7714888578","161-023","A","BAYSIDE LANE"
"1285","-73.7464191363","40.7733468962","320","A","FOREST ROAD"
"1286","-73.7542317007","40.7760909739","304","A","SHORE ROAD"
"1287","-73.8879406088","40.703260567","2675","A","CENTRAL AVENUE"
"1288","-73.9066695514","40.7089952322","560","A","GRANDVIEW AVENUE"
"1289","-73.8286631675","40.7909496985","31","A","NORTH DRIVE"
"1290","-73.8435283051","40.7185277162","63","A","BURNS STREET"
"1291","-73.741052952","40.7534296876","63-079","A","DOUGLASTON PARKWAY"
"1292","-73.8371603113","40.7147356224","308","A","BURNS STREET"
"1293","-73.8283239622","40.7907158309","32","A","NORTH DRIVE"
"1294","-73.8374036871","40.7149580515","296","A","BURNS STREET"
"1295","-73.8454983909","40.7191813496","9","A","71 AVENUE"
"1296","-73.965501518","40.5802060789","41","A","BRIGHTON 2 PLACE"
"1297","-73.9646981814","40.5797529424","25","A","BRIGHTON 3 LANE"
"1298","-73.8478049275","40.8142018085","58","A","HOWE AVENUE"
"1299","-73.8161446325","40.8405652846","3391-08","A","COUNTRY CLUB ROAD"
"1300","-73.847876529","40.8145051242","336","A","HOWE AVENUE"
"1301","-73.8395425907","40.7123272672","27","A","WENDOVER ROAD"
"1302","-73.8370146846","40.7121314702","31","A","MARKWOOD PLACE"
"1303","-73.751852073","40.7779677674","123","A","GROSVENOR STREET"
"1304","-73.9019786135","40.6357891969","57","A","STILLWELLS PLACE"
"1305","-73.8616581654","40.6757919013","107-24","A","RUBY STREET"
"1306","-73.8878480334","40.7028810001","2676","A","CENTRAL AVENUE"
"1307","-73.962857081","40.6345464628","26","A","NEWKIRK PLAZA"
"1308","-73.7494917158","40.776482173","248","A","MANOR ROAD"
"1309","-73.746619085","40.7769510838","360","A","MANOR ROAD"
"1310","-73.7267782419","40.7679344058","18","A","UPLAND ROAD"
"1311","-73.7531806163","40.7778506122","20","A","GROSVENOR STREET"
"1312","-73.9358119098","40.5836779706","5","A","SHALE STREET"
"1313","-73.8356601046","40.7126807567","8","A","UPSHAW ROAD"
"1314","-73.7478109564","40.7459089693","68-023","A","CLOVERDALE LANE"
"1315","-73.8895420412","40.7024987132","2626","A","CENTRAL AVENUE"
"1316","-73.8446009108","40.7150243597","50","A","GREENWAY SOUTH"
"1317","-73.8261038193","40.79357948","4","A","SUMMIT PLACE"
"1318","-73.7787111205","40.7171993713","185-042","A","CHELSEA STREET"
